"Bug ID","Summary","Severity"
1644603,"SUMO Page for Credit Card Autofill","N/A"
1650794,"Refactor subdialogs.js to reusable JSM","N/A"
1649673,"Isolate speculative connections per first-party when privacy.partition.network_state is set to true","N/A"
1651120,"Add cookie sameSite schemeful as an experimental feature","N/A"
1651390,"Remove duplicate js::NewString[DontDeflate] functions","N/A"
1649331,"toolkit.shutdown.fastShutdownStage should be 0 in ASan builds","N/A"
1641469,"Add Baseline IC stubs at the front, check enteredCounts in WarpOracle","N/A"
1649757,"stop uploading artifacts (the shell, jsapi-tests) for SM that don't have tests","N/A"
1651232,"Re-enable browser/base/content/test/performance/browser_startup_images.js tests for Fission without WebRender","N/A"
1649426,"Separate out OpenSearch initialisation functions to a separate object","N/A"
1634135,"Enable new regexp engine","N/A"
1652265,"Add a more helpful comment to nsPrintJob::Observe","N/A"
1580811,"Add support for testing fission OOP iframes in xpcshell tests","N/A"
1648590,"Update crash report remote type annotation for the preallocated process","N/A"
1602668,"Run Fission Mochitests in a cross-site iframe","N/A"
1649141,"Please Update Triage Owner","N/A"
1652447,"Remove IsAboutToBeFinalizedDuringSweep","N/A"
1651709,"Miscellaneous bugfixes in disabled ParserAtom code","N/A"
1651944,"ParseTaskVector should store UniquePtr","N/A"
1644544,"Include experimental features in crash stats","N/A"
1631676,"Disable dfpi when privacy.firstparty.isolate=true","N/A"
1647431,"Fix use of GetTopLevelContentDocument in Document::ReportShadowDOMUsage","N/A"
1652683,"Minor cleanup in nsGlobalWindowOuter::PrintOuter","N/A"
1652728,"Remove FunctionBox::function() accessor","N/A"
1652749,"Add a metrics.yaml (and optionally a pings.yaml) to FOG","N/A"
1642476,"Basic Private Fields Support","N/A"
1639591,"Ship logical assignment operators (??=)","N/A"
1651814,"Do not use Http3 if be-conservative flag is set","N/A"
1652221,"Instantiate Scope data","N/A"
1652921,"Remove notifying `inprocess-browser-shown` observer","N/A"
1637414,"Update WPT metadata for BigInt/I64 tests once proposal tests are merged","N/A"
1649817,"Verify audio in drift correction tests","N/A"
1652472,"Defer ScriptSourceObject allocation for Stencil","N/A"
1652731,"Simplify converting parseWaitingOnGC to parseWorklist","N/A"
1637332,"Implement wasm SIMD for x86 Ion + Baseline","N/A"
1647946,"Investigate correctness and stability issues with RenderCompositorNativeSWGL","N/A"
1652216,"Fix assignment to private field member expression","N/A"
1652549,"Optimize BindGName in Warp","N/A"
1652573,"update neqo to 0.4.8","N/A"
1652130,"Switch the Mozilla eslint parser to use multi-ini","N/A"
1652473,"Create ""Show All x Tabs"" button without going through ctrlTab.makePreview","N/A"
1651037,"Warp: support nursery objects in the transpiler","N/A"
1649325,"Create intervention for cloudreadykb.neverware.com","N/A"
1653232,"implement a public GetInnerHTML() for DocumentFragment (copied from ShadowRoot)","N/A"
1653116,"[Doorhanger V2] change doorhanger dropmarker icon","N/A"
1651628,"ExtensionPermissions.jsm uses deprecated FileUtils.getDir (main thread I/O on startup)","N/A"
1506364,"Implement the prefers-contrast media-query","N/A"
1637480,"glslopt doesn't support uniform buffer objects","N/A"
1651668,"Support shell options natively in test262-update.py","N/A"
1602757,"Fission content processes aren't prestarted","N/A"
1653181,"Add profiler feature to control Audio Callback Tracing","N/A"
1652962,"Simplify FinalizationRegistry implementation by separating JS interface from implementation of callback queue","N/A"
1653383,"`get_upload_task`'s doc comment refers to removed `log_pings` parameter","N/A"
1653544,"Generate comments with information about the shader during optimization","N/A"
1651194,"Add a telemetry probe to register if the SearchService initialisation fails.","N/A"
1652883,"Shared surfaces memory reporter should give KIND_OTHER a different path","N/A"
1653569,"Avoid allocating memory when computing the area of occluders","N/A"
1653587,"Fix ""Genreate"" typo","N/A"
1642493,"Irregexp: Tidy up loose ends","N/A"
1652744,"Add browser pref for private fields support","N/A"
1650984,"Allow SWGL render compositor to work asynchronously during picture cache tile updates","N/A"
1647803,"Move cell header field to the Cell class and remove CellHeader classes","N/A"
1647319,"Create an abstraction for nested iteration","N/A"
1652019,"Do decommit preparation work off-thread","N/A"
1647359,"Change object definitions in SearchEngine.jsm to be classes","N/A"
1647794,"Add lazy Iterator helper methods","N/A"
1635220,"[meta] Allow overriding specific search engines according to an allowlist","N/A"
1652331,"NSS 3.55 should depend on NSPR 4.27","N/A"
1610293,"maybeReloadEngines should not rebuild the entire engine list, only handle new/update/remove of engines","N/A"
1648214,"ensure staged addons are compatible before install","N/A"
1648818,"add api to simplify updating and staging langpacks for app-update","N/A"
1654293,"Remove URL matching from Top Site attribution request","N/A"
1641473,"Restrict about:logins OS-reauthentication feature to Nightly until we have a release plan","N/A"
1650929,"[Doorhanger V2] Add telemetry event for username/password edits in the doorhanger","N/A"
1637672,"Ship v12.0.0 of webcompat system addon","N/A"
1652685,"Inline IsPackedArray in CacheIR and Warp","N/A"
1652322,"Stop nsPrintJob::DoCommonPrint using its arguments after it creates the static clone","N/A"
1654312,"Support NullScriptThing","N/A"
1654555,"Ship v13.0.1 of webcompat system addon","N/A"
1652627,"Setup a pref for tab modal print UI","N/A"
1654360,"Update modules for searchengine-devtools","N/A"
1649872,"filter_expression for Plugin / Gfx / Extension v2 blocklists lacks environment with appinfo","N/A"
1642344,"Convert all the VarCache prefs in dom/*","N/A"
1652435,"Add GCThingIndex","N/A"
1654279,"Avoid allocating in ClipChainStack::push_surface","N/A"
1654523,"Insist that iteration callbacks don't GC","N/A"
1652318,"Freeze docshell tree navigation at the same time for both print and print preview","N/A"
1639159,"Optimize ArrayPush in Warp","N/A"
1647602,"Fix boolean type in CacheIR","N/A"
1649948,"Remove or update probes expiring in Firefox 81: extensions.data.storageLocalError#storageLocalError","N/A"
1654273,"Add automated tests for toggle variation experiments","N/A"
1654574,"Enable wasm in safe mode","N/A"
1654636,"Enable baseline interpreter in safe mode","N/A"
1653798,"Add Primary Password SUMO link and text about the name change","N/A"
1641408,"[Doorhanger V2] Create a doorhanger UI that can display multiple logins","N/A"
1635709,"Clean up code around `nsFrameSelection::HandleDrag`","N/A"
1633448,"Factor selection of range's frames from `Selection` out","N/A"
1636803,"Stop using message passing to initiate printing","N/A"
1647796,"Add lazy AsyncIterator helper methods","N/A"
1629902,"Use getCookieSince to get cookies","N/A"
1643045,"Make cookie purging work with cookieBehavior 1 and 3","N/A"
1653291,"Make ""locales"" and ""options"" arguments and the ""type"" property mandatory for Intl.DisplayNames","N/A"
1653292,"Change fractionalSecondDigits to no longer accept zero","N/A"
1654816,"Search configuration schema doesn't handle uppercase letters in WebExtension Ids","N/A"
1653932,"Add pref for top site defaults from remote settings","N/A"
1654429,"Fix failing CSS mochitests with cross-origin and Fission enabled","N/A"
1654214,"Allow artifact builds to work with ESR 78","N/A"
1642060,"Card type/network isn't filled using heuristics (e.g. on Macy's)","N/A"
1654117,"don't enable osclientcerts on versions of macOS it won't work on","N/A"
1652729,"Add build flag to disable RC2 and relocate to lib/freebl/deprecated","N/A"
1641415,"[Doorhanger V2] Show usernames from all <input>s in the doorhanger","N/A"
1654495,"Support more than 256 CacheIR ops","N/A"
1635662,"Add ecosystemClientId to the Accounts Ecosystem Telemetry ping","N/A"
1651799,"Simplify switches and flags for features that have shipped","N/A"
1651815,"Stop using CallNonGenericMethod for Date methods","N/A"
1654843,"Add ""How to update Glean SDK and Glean Parser"" docs to in-tree documentation","N/A"
1655390,"ensureProfile should handle missing profile cache","N/A"
1655472,"Calculate top level extent in jsparagus","N/A"
1653246,"Optimize DataView get/set methods in CacheIR and Warp","N/A"
1654238,"Optimize some typed array intrinsics in CacheIR and Warp","N/A"
1655004,"Optimize remaining Math natives in CacheIR and Warp","N/A"
1655386,"Preparation for function stencil","N/A"
1655670,"Set default title of session history entry to the URL for session history in the parent.","N/A"
1655735,"Remove nsIDocShell::GetOSHEId","N/A"
1633721,"Cranelift aarch64: support reference types","N/A"
1654155,"Remove the timestamp field from the GC profiler marker","N/A"
1654927,"Move JSErrNum and js::GetErrorMessage to their own header","N/A"
1654516,"Optimize some more intrinsics in CacheIR and Warp","N/A"
1655400,"Enable ESLint rule no-setter-return for all of places","N/A"
1641737,"Have ADocumentChannelBridge <-> DocumentLoadListener communicate via MozPromise","N/A"
1650702,"Support SHA-1 HW acceleration on ARMv8","N/A"
1654969,"Make FastMarshaler always use MSHLFLAGS_NOPING","N/A"
1655651,"`EditorDOMRangeBase::Contains()` does not compare end point as expected","N/A"
1655883,"Support RG8 textures in SWGL","N/A"
1653350,"Add a profiler marker that exposes jitter in video frame timestamps","N/A"
1650023,"Support function-related scopes and resolve aliases","N/A"
1650417,"Remove dark mode styling for Library on Linux","N/A"
1654308,"Figure out how to have test_private_field_xrays.js actually run with private fields enabled.","N/A"
1646025,"Add a test for 421 response","N/A"
1655782,"Turn on the QPACK dynamic table","N/A"
1645902,"Optimize UnsafeSetReservedSlot in CacheIR and Warp","N/A"
1655103,"Remove unused ServiceWorkerManager code","N/A"
1655618,"[1538348 subtask 1] Add Web Extension Downloads API stubs, GV part","N/A"
1655835,"Remove Telemetry::CaptureStack, KeyedStackCapturer, and assorted machinery","N/A"
1592895,"Audit usage of Document::EnumerateSubDocuments in layout for Fission","N/A"
1637166,"Expose getBytesInUse to browser.storage.sync consumers","N/A"
1634615,"Flip the preference to enable the new browser.storage.sync implementation","N/A"
1640669,"Boolean evaluation for control for all_true, any_true, bitmask","N/A"
1650773,"[socket process] improve sending data directly to child processes","N/A"
1654941,"[wpt-sync] Sync PR 24731 - Streams: clean up patched globals after test","N/A"
1655086,"Verify semantics for throwing private field initializers","N/A"
1656011,"Enable remaining ESLint rules on browser/base/content/test/*.xhtml and browser/components/places/*.xhtml","N/A"
1656411,"Move more stuff out of jsfriendapi.h","N/A"
1656420,"Expose a function to indicate whether the production fxa stack is in use","N/A"
1653530,"Add a regression test to ensure that calling window.open() from a content script in a private tab does not trigger a crash","N/A"
1655961,"Update opcode for bug 1653567","N/A"
1655285,"Return an ""Intel"" User-Agent string on ARM64 macOS","N/A"
1656443,"Resolve swiftlint/swiftformat issues","N/A"
1656571,"Please Update Triage Owner","N/A"
1654073,"Style and add missing initial print options","N/A"
1656292,"Enable remaining ESLint rules on editor/libeditor/tests/*.xhtml files","N/A"
1656647,"Fix a typo in ""initalSecurityChecksDone""","N/A"
1648996,"[socket process] devtools/client/netmonitor/test/browser_net_truncate-post-data.js failed with socket process enabled","N/A"
1631702,"[meta] Ship BigInt <-> Int64 interconversion at JS/wasm boundary","N/A"
1655946,"Add X-Target-URL header to top site attribution requests","N/A"
1651330,"Add Ubuntu's distribution configuration to the modern search engine configuration","N/A"
1655697,"Optimise Reflect.getPrototypeOf in CacheIR and Warp","N/A"
1656840,"Remove search-config tests for legacy configuration","N/A"
1597477,"Audit nsIDocShellTreeItem usage in ResetFocusState in layout/base/nsDocumentViewer.cpp","N/A"
1653729,"Generalize do_QueryActor APIs with support for JSProcessActor","N/A"
1656307,"Clean up some do_ImportModule calls","N/A"
1656801,"UserIntractionTimer is misspelled","N/A"
1649927,"Implement shared-memory support for WebAssembly on Cranelift/aarch64","N/A"
333811,"favicon doesn't send referrer","N/A"
1653248,"Cleanup ScopeCreationData stencil structures","N/A"
1656532,"Extend searchengine-devtools to allow entering the experiment ID","N/A"
1652258,"Have static clones keep track of the focused window","N/A"
1653895,"Rename ScopeCreationData::create to different name for each input","N/A"
1657314,"Update opcode for bug 1656351","N/A"
1635255,"IPC Implementation for Project FOG","N/A"
1656298,"Print UI grid alignment","N/A"
1657100,"Optimise Intrinsic(PossiblyWrapped)ArrayBufferByteLength, IntrinsicPossiblyWrappedTypedArrayLength, IsPossiblyWrappedRegExpObject in CacheIR","N/A"
1653567,"Redesign Private Fields implementation to reduce complexity","N/A"
1651104,"Write a Firefox Telemetry / FOG Compatibility Matrix","N/A"
1635238,"FOG's JS API Design","N/A"
1652337,"Prevent script from calling nsIWebBrowserPrint.print()","N/A"
1652342,"Move the print settings handling code in nsPrintJob::DoCommonPrint to after the static cloning","N/A"
1652368,"Clean up nsDocumentViewer::Print","N/A"
117233,"Implement nsIPrinterEnumerator for nsDeviceContextSpecX.mm","N/A"
1638143,"[meta] Clean up the print settings saving logic","N/A"
1652344,"Stop creating an nsIPrintSettings in nsGlobalWindowOuter::PrintOuter","N/A"
1656146,"Convert nsIPrinter.supportsDuplex to a Promise","N/A"
1652270,"Convert nsFrameLoader::Print to return a Promise instead of requiring callers to pass an nsIWebProgressListener","N/A"
1639409,"AVIF (AV1 Image File Format): decode with dav1d","N/A"
1645831,"Update Firefox Desktop's Glean App Id to `firefox.desktop` and get it provisioned","N/A"
1653933,"Send attribution requests for default top sites","N/A"
1657088,"Warp: Optimize code emitted for a simple for-of loop","N/A"
1657285,"Optimise ArrayIteratorPrototypeOptimizable and IsTypedArrayConstructor in CacheIR and Warp","N/A"
1657585,"Use auto rather than repeating the type name in casts in the GC","N/A"
1654149,"Add testing function to dump stencil","N/A"
1655451,"Make MaybeInIteration not depend on TI","N/A"
1654569,"Keep BrowsingContextGroup alive throughout process switch","N/A"
1653943,"browser_TroubleShoot.js asserts that all feature gated experiments are disabled by default but this isn't the case","N/A"
1653718,"Track user age and sex on a per-submission basis (previously collected per-user)","N/A"
1641308,"Set minimum DTLS version to 1.2 again","N/A"
1657515,"Add nsIWebBrowserPrint.printPreviewCurrentPageNumber","N/A"
1657649,"Remove SETA usage from the taskgraph","N/A"
1657788,"Refactor Navigator::Share() to use Promise signature for IPC","N/A"
1657161,"Enable the print.tab_modal.enabled pref.","N/A"
1636590,"Provide an exception stack for uncaught promises rejections","N/A"
1657155,"Land a Telemetry probe that increments a counter every time the Picture-in-Picture toggle appears","N/A"
1657761,"Remove dom/events/test/pointerevents/pointerevent_on_event_handlers.html","N/A"
1656981,"Use MPI comba and mulq optimizations on x86-64 MacOS.","N/A"
1651117,"Add information on whether color printing is supported to the nsIPrinter interface","N/A"
1649250,"Populate the FeatureGates list with the features listed on MDN's Experimental Features page","N/A"
1654037,"Add Immediate representation for ParserAtoms","N/A"
1656636,"Test which JS modules and components are loaded during subframe content process startup","N/A"
1656733,"The Windows code for enumerating printers is not fit for purpose","N/A"
1634963,"[RNP] Allow for using system libbz2, json-c, botan libraries when building","N/A"
1657122,"Compact ObjectGroups","N/A"
1656069,"Hook up the headers/footers checkbox to the correct settings in the print UI","N/A"
1657989,"Expose the set of ShadowRoots for a document to chrome-privileged JavaScript","N/A"
1651947,"Figure out how to scale down print preview","N/A"
1652104,"Telemetry about  HTTP3 usage","N/A"
1652861,"Create initial, minimal UI to select and adjust printer & print settings","N/A"
1653020,"Collect UTM parameters when installing an add-on","N/A"
1657163,"Enable <dialog> in chrome UI for beta/release","N/A"
1657324,"Ship change of Amazon default Top Sites tile from alias to direct link to specific regions","N/A"
1646547,"Figure out if GetInProcessParentDocument usage in ScriptLoader::ReadyToExecuteParserBlockingScripts is OK","N/A"
1657372,"Warp: don't create ScriptCounts in Baseline","N/A"
1656953,"Add remoteType to nsIDOMProcessParent","N/A"
1651107,"Establish a best practice for metrics.yaml and pings.yaml in FOG","N/A"
1656749,"Update opcode for bug 1655465","N/A"
1657552,"Replace branchTestObject + unboxObject sequences with fallibleUnboxObject","N/A"
1658052,"JavaScript error: resource:///modules/webrtcUI.jsm, line 370: TypeError: WeakSet value must be an object, got browser.permanentKey when running some crash tests","N/A"
1649202,"Display print previews in modal UI","N/A"
1647789,"Teach expression decompiler about private name opcodes","N/A"
1653386,"Record some telemetry about the print UI","N/A"
1658230,"Deduplicate ProfileJSONWriter","N/A"
1657353,"Move ObjLiteralStencil out of ScriptThingVariant","N/A"
1649180,"Localize password import source-browser name","N/A"
1657303,"Warp: support optimized-arguments","N/A"
1630912,"land initial preffed off implementation of direct manipulation","N/A"
1655563,"Ensure Private Fields are enabled in workers, following the preference setting","N/A"
1654851,"Ensure Private Fields are preserved through transplatation","N/A"
1656216,"Make SIMD ad-hoc tests less ad-hoc","N/A"
1656226,"Support experimental wasm SIMD opcodes supported by LLVM+V8","N/A"
1654604,"Hold CSV Import to Nightly for Fx80","N/A"
1653048,"Use CoreAnimation for scaling and YUV conversion of video","N/A"
249801,"Ability to export/backup saved passwords","N/A"
1641777,"Import logins from Firefox login export CSV files","N/A"
1653914,"Add profiler sub-categories for the GC","N/A"
1655940,"Optimize some natives with template objects in CacheIR and Warp","N/A"
1658920,"Stop running search service tests against the legacy search config","N/A"
1658895,"We unnecessarily trace wrapper rooters in mark slices","N/A"
1658882,"Support Proxy Get/Has/Set ops in the transpiler","N/A"
1631018,"Flip blocklist v3 preferences and uplift through ESR 78","N/A"
1652812,"[META] Telemetry Probes for Credit Card Autofill","N/A"
1653324,"Update print settings based on print UI state changes and send update events","N/A"
1653327,"Send update events based on print UI changes","N/A"
1653323,"Show print preview progress in content","N/A"
1658208,"Consider moving ""Print using the system dialog…"" below the ""Print""/""Cancel"" buttons in the new printing UI","N/A"
1597462,"Audit nsIDocShellTreeItem usage in mozilla::AccessibleCaretEventHub::Init + mozilla::AccessibleCaretEventHub::Terminate in layout/base/AccessibleCaretEventHub.cpp","N/A"
1650151,"Improve diffs between Fission and non-Fission reports","N/A"
1656129,"Remove or update probes expiring in Firefox 82: pictureinpicture.*","N/A"
1659028,"Move IsDisabled() from nsGeneralHTMLElement to Element","N/A"
1657374,"Flip flags and options to let simd ride the trains, preffed-off on !Nightly","N/A"
1655766,"Optimise Object.is in CacheIR and Warp","N/A"
1656629,"[wpt-sync] Sync PR 24838 - Test restricted gamepad access in WPT","N/A"
1659065,"WeakRef trace hook unnecessarily triggers barriers","N/A"
1656939,"Match form elements with UX mocks","N/A"
1659274,"Silence build warnings in SWGL linear_composite","N/A"
1656062,"Implement loading interstitial state for print UI","N/A"
1654696,"js::GetCodeCoverageSummary always hits release assert","N/A"
1656832,"Remove setARMHwCapFlags","N/A"
1657806,"Add a way to run a set of test twice, without and with fission enabled","N/A"
1659226,"Run clang-format on nsCUPSShim.h","N/A"
1659441,"Switch on ValueType in PrimitiveToX","N/A"
1656057,"Implement form validation in the print UI","N/A"
1646594,"AVX2 is not enabled in x86_64 Linux with make 4.3","N/A"
1659489,"Rename nsPrintJob's mIsDoingPrintPreview to mCreatedForPrintPreview","N/A"
1659062,"Warp: transpile Megamorphic* ops","N/A"
1635659,"Refactor the ""pre-account"" telemetry ping into the ""Account Ecosystem"" ping","N/A"
1641202,"Decouple Stencil instantiation from FunctionBox/SharedContext","N/A"
1656214,"[meta] Let wasm SIMD ride trains behind a pref","N/A"
1641614,"Reduce IPC queue overhead","N/A"
1656236,"Update euclid to 0.22","N/A"
1658450,"Available settings, values and any defaults in UI should update to reflect the currently selected print destination (printer)","N/A"
1659221,"Make test_bug967796.html pass with cross-origin and Fission enabled","N/A"
1659424,"Transpile AllocateAndStoreDynamicSlot","N/A"
1659472,"Tracing a JS Map/Set key unnecessarily triggers a pre-barrier","N/A"
1659494,"Make test_getCoalescedEvents.html pass with cross-origin and Fission enabled","N/A"
1659509,"Add tests for private method support in Reflect.parse","N/A"
1659705,"Update neqo to 0.4.10","N/A"
1659805,"Change SearchTestUtils to not use NetUtil, and to not require an argument to useMockIdleService","N/A"
1659851,"""Assertion failure: this->sourceUnits.atStart()"" with `parse(""foo"", {module:true})` (JS shell only)","N/A"
1650363,"Performance testing of HTTP3 in Firefox using only xpcshell tests","N/A"
1653179,"Handle STOP_SENDING in necko","N/A"
1609625,"Add a temporary telemetry for QM's temporary storage initialization time","N/A"
1659140,"Move string optimisations for MCharCodeAt and MCompare to GVN and handle non-Latin1 characters in LoadStringCharResult","N/A"
1659477,"sweepMarkTaskStarted field duplicates existing state","N/A"
1659771,"Remove obsolete nsIProfiler.AddMarker API","N/A"
1658362,"Add a way to set alt-svc mapping for testing","N/A"
1659107,"Move js::SourceExtent to StencilShared.h","N/A"
1660091,"Lock fission.autostart on Android","N/A"
1657506,"Prevent interaction with the original document under the new print preview UI","N/A"
1657508,"Cancel printing if the user navigates while the new tab-modal print preview is open","N/A"
1660017,"Remove is_well_formed_and_non_empty","N/A"
1660064,"When printing a subdocument and using 'Save to PDF', the generated filename is wrong","N/A"
1656229,"SIMD code cleanup","N/A"
1659667,"Fix Wasm jit-tests expecting specific non-canonical NaN values","N/A"
1659957,"Allow search config experiments to use override","N/A"
1657335,"[Meta] Ensure there is a corresponding session-history-in-parent compatible implementation for each (non-bfcache) nsISHEntry attribute setter","N/A"
1641413,"[Doorhanger V2] Show all base domain logins in doorhanger","N/A"
1648182,"Enable password import suggestions by default and remove pref-experimental code","N/A"
1658811,"Warp: Transpile Function.prototype.apply arguments optimization","N/A"
1660285,"Improve Assertions When Testing Printer Paper Sizes","N/A"
1658454,"nsISHEntry.cacheKey setter for session-history-in-parent","N/A"
1656688,"Fix browser_modal_print.js test","N/A"
1653075,"Create CSS intervention for livescience.com","N/A"
1648822,"Add stricter validation of DH keys when in FIPS mode.","N/A"
1658300,"Implement a Promise returning nsIPrinterList.getNamedOrDefaultPrinter(lastUsedPrinterName)","N/A"
1652846,"Clarify Documentation for nsIPaper Interface","N/A"
1653944,"Let default top sites have distinct URLs for the new tab page vs. address bar","N/A"
1657961,"MOZ_LOG `NotifyOffThreadScriptLoadCompletedRunnable` to span the JS helper thread","N/A"
1657968,"MOZ_LOG schedule and run of  `mFrameLoaderFinalizers`","N/A"
1657974,"MOZ_LOG schedule and run of `FrameRequestCallback`","N/A"
1659304,"Update opcode for bug 1435826","N/A"
1659852,"Assertion failure: !cx->isExceptionPending() with dumpStencil with smoosh+module","N/A"
1645896,"Add a console log origins that have their cookies partitioned by dFPI","N/A"
1650887,"Make ""@"" implicit for keywords","N/A"
1652655,"Using HTTPSSVC as an AltSvc","N/A"
1655105,"Upgrade Firefox 81 to use NSS 3.56","N/A"
1660448,"Rename sendTopSiteAttributionRequest, TOP_SITES_ATTRIBUTION for consistency with PartnerLinkAttribution.jsm","N/A"
1652668,"Create a domain exclusion list for SvcDomainName that have failed","N/A"
1641075,"Determine the UI and UX (visual cues) in DevTools front end for Debugging Unwanted Scrollbars","N/A"
1635253,"Debug Tagging and QA Support for Project FOG","N/A"
1654339,"glean_parser should generate Autodocs for FOG","N/A"
1635256,"Eliminate unnecessary array copying in gfx/layers/apz","N/A"
1659382,"Misc code cleanup before implementing C++ Markers 2.0","N/A"
1660524,"Remove dom.disable_window_open_feature prefs from all.js/firefox.js","N/A"
1650795,"Implement TabDialogBox to show dialogs on tab level","N/A"
1646545,"Figure out if GetInProcessScriptableTop usage in WebSocket.cpp is OK.","N/A"
1656890,"Add foldsTo support to MGuardIsNotProxy and MGuardIsNotArrayBufferMaybeShared","N/A"
1658050,"[wpt-sync] Sync PR 24927 - [WPT] Refactor WebUSB tests to use test-only-api.js","N/A"
1660961,"Remote Settings: Replace ""keyword"" string attribute with a boolean one","N/A"
1660918,"Fix nsIPrintSettings.clone() to copy all members","N/A"
1660966,"Implement basic region filtering for remote top site defaults","N/A"
1652667,"Telemetry about using HTTPSSVC as an AltSvc","N/A"
1659133,"Improve code generated for property additions","N/A"
1659523,"Fix Linux and Mac tests under remoted WebGL","N/A"
1660983,"Warp: some AddSlot optimizations","N/A"
1658232,"Add non-allocating profiler_capture_backtrace(ProfileChunkedBuffer&)","N/A"
1660974,"Avoid merging signal slot lists in nsDOMMutationObserver::HandleMutationsInternal","N/A"
1653317,"Use TabDialogBox for print UI","N/A"
1659520,"Use explicit type arguments for `SyncedContext` field setters","N/A"
1661248,"Remove CustomElementRegistry::AutoSetRunningFlag.","N/A"
1653409,"Use IOSurface rather than Client Storage to upload software-decoded video on macOS","N/A"
1637691,"Disable WebRender for ESR 78","N/A"
1643187,"Update Storage Access API prompt to not declare that the third party is a tracker","N/A"
1655051,"Remove browser.topsites.default in favor of browser.newtabpage.activity-stream.default.sites","N/A"
1661009,"Implement basic locale filtering for remote top site defaults","N/A"
1659960,"Experiments should update the search configuration straight away","N/A"
1646537,"Use BrowsingContext (and IPC) in place of GetInProcessParent usage in nsGlobalWindowOuter::FocusOuter","N/A"
1647437,"Allow accessing private fields via Debugger.Frame.prototype.eval","N/A"
1651208,"Set a bit in the UsedNameTracker to determine if there are any private names","N/A"
1656294,"Enable all ESLint rules on accessible/tests/mochitest/*.xhtml files","N/A"
1660768,"Fix jsapi.h SMDOC","N/A"
1661211,"Warp: transpile getter/setter calls","N/A"
1661281,"Format the body of an if statement on a different line than the condition in nsFocusManager","N/A"
1661462,"Add a pref to control min timeout delays in background windows before throttling has started","N/A"
1658242,"Set pref `toolkit.telemetry.ecosystemtelemetry.enabled` to true by default on Nightly","N/A"
1661429,"searchengine-devtools upload script needs some python3 fixes","N/A"
1649968,"Split CompilationInfo into input, state, and output","N/A"
1658556,"Stop using ""stencil"" variable name for ScriptStencil type variable","N/A"
1659699,"HTTPSSVC: Special handling of ""."" in TargetName","N/A"
1660699,"Store JSAtom in CompilationInfo instead of ParserAtom","N/A"
1660891,"Remove tracing code from Stencil data structures","N/A"
1661384,"Remove probe expiring in Firefox 83: dom.ipc.rejected_window_actor_message","N/A"
1658299,"Implement a Promise returning nsIPrinter.createDefaultSettings()","N/A"
1658742,"Cleanups in js::frontend::ScopeStencil","N/A"
1658713,"Show internal aliases in about:preferences","N/A"
1659595,"Avoid creating atoms for BigInt property names","N/A"
1660538,"Add SMDOC for async function","N/A"
1661079,"Make Vector/HashMap in CompilationInfo independent from JSContext","N/A"
1661098,"Make CompilationInfo non stack class","N/A"
1648574,"Support function-related stencil","N/A"
1658720,"Combine ScriptStencil topLevel/funcData structures","N/A"
1653607,"Implement more print settings","N/A"
1645373,"Warp: support transpiling instanceof","N/A"
1661352,"Warp: Transpile FunApplyArray and spread calls","N/A"
1661649,"Setting default sink id on a track with no prior sink id fails an assert","N/A"
1661668,"Do some cleaning in setSinkId code paths","N/A"
1662127,"Prep patches for stencil-mvp","N/A"
1660034,"Enable the low priority worker pool on Mac","N/A"
1661231,"Add a link to a bug which explains ARM64 invalidation rules.","N/A"
1645085,"Remove or update probes expiring in Firefox 80: WHEEL_*","N/A"
1659724,"Transpile primitive conversion ops","N/A"
1661930,"Include TI flag in bytecode cache MIME type","N/A"
1660686,"Add some telemetry to measure how long it takes to collect printer information","N/A"
1649243,"Ship v14.0.0 of webcompat system addon","N/A"
1659781,"Create list of locale-specific paper sizes for Save as PDF","N/A"
1661993,"Use PWG standardized names in fallback paper list on GTK","N/A"
1649813,"Test that browser.dns APIs don't work when the proxy should be handling DNS","N/A"
1661812,"Consider to use longer timeout for slow script warning if there isn't any important user input pending","N/A"
1661426,"Warp: add a browser pref","N/A"
1660409,"Figure out what to do with ArrayJoinResult","N/A"
1661861,"Warp: Generate arguments rectifier for trial inlining","N/A"
1662073,"Various RegExp/Irregexp cleanups","N/A"
1658073,"Add information on whether collation is supported to the nsIPrinter interface","N/A"
1659551,"Implement caching for nsPrinterBase::CreateDefaultSettings","N/A"
1640145,"Investigate the reason why [document] same-origin in /html/cross-origin-embedder-policy/reporting-subresource-corp.https.html fails outside of Nightly","N/A"
1658971,"Move JSContext out of CompilationInfo","N/A"
1662374,"Do not use AutoKeepAtoms","N/A"
1662583,"Add tests for JS code-coverage with off-thread parsing","N/A"
1658631,"Separate compilation to stencil, and instantiation","N/A"
1635061,"Document JSProcessActor","N/A"
1654962,"Resize print modal as the browser size changes","N/A"
1619926,"Remove legacy search configuration code and the preference (modernConfig = false)","N/A"
1661766,"Simplify representation of slots/element ranges on the mark stack","N/A"
1659901,"Rework TLS usage in profiler","N/A"
1612824,"Search Services shouldn't use reInit for when the locale is dynamically changed.","N/A"
1661234,"Remove head_search.js useTestEngines in favour of SearchTestUtils.useTestEngines","N/A"
1662629,"Replace MOZ_MUST_USE with [[nodiscard]] in xpcom","N/A"
1662957,"Add [[nodiscard]] to xpcom's Mutex and Monitor TryLock() functions","N/A"
