"81659,""All non bundle plugins fail under OS X"",""critical""";;
"75026,""Bidi: Selection on US system causes a crash in GKGFXWIN.DLL"",""critical""";;
"25321,""Conn: Crash at start w/o internet connection (MacOS only)"",""critical""";;
"54081,""Data corruption uploading binary data (such as GIF's)"",""critical""";;
"93531,""scrollbars are extremely narrow in classic"",""critical""";;
"93983,""empty line in jss.def breaks HP build"",""critical""";;
"62502,""crash when clicking just to the right of a checkbox @nsTableRowGroupFrame::GetLine"",""critical""";;
"93901,""Mozilla crashes every time I print."",""critical""";;
"86368,""nsFontMetricsGTK::PickASizeAndLoad Symbol font disable and MathML-enabled build crashes"""""",""critical""";;
"69134,""Opening nonexistant files can cause crash."",""critical""";;
"75190,""crash if <input type=""""image""""> with bad src="",""critical""";;
"40052,""Crash in nsParser::~nsParser after clicking on view navigation"",""critical""";;
"44216,""NPP_Write() fails on subsequent calls"",""critical""";;
"79920,""SIGSEGV, Segmentation fault. GlobalWindowImpl::DropTimeout"",""critical""";;
"62939,""Getting bogus MIME info from IC"",""critical""";;
"44452,""nsReplacementPolicy goes into infinite recursion if disk cache size is too small"",""critical""";;
"69857,""Motion JPEG network cameras cause memory leakage"",""critical""";;
"58092,""crash in ImgDCallbk::CreateInstance"",""critical""";;
"91434,""[FIX]Crash on 'history.go(0)' for page with JS-generated content"",""critical""";;
"62060,""unstable behaviour while browsing these pages"",""critical""";;
"81668,""Embedding client needs to have focus on intial startup"",""critical""";;
"87337,""[BeOS patch] fix ProcessPendingEvents crash, introduce event priority"",""critical""";;
"89672,""Trunk, M092 & N610 branch beatnik plugin crash at exit - invalid nsPluginInstancePeerImpl owner [@ nsPluginInstancePeerImpl::GetOwner]"",""critical""";;
"82200,""crashes [@ PL_strnchr] called from ParseChunkRemaining"",""critical""";;
"86885,""failure to load cookie service causes crash in nsHTMLDocument::GetCookie()"",""critical""";;
"88486,""Some pages cause crash in font code [@nsFontGTKNormal::GetWidth]"",""critical""";;
"94229,""Closing cnn.com popup window crashes embedding app"",""critical""";;
"91961,""[xlib] Thread Local Storage issues in nsToolkit.cpp result in crash"",""critical""";;
"96725,""calling QI on XBL objects causes crash"",""critical""";;
"91290,""data is not being written for (printing) regression tests"",""critical""";;
"97302,""SetCursor needs to be bulletproofed in case we can't find widget library"",""critical""";;
"96367,""[FIX]One radiobutton is now checked by default, also resets RBS when printing"",""critical""";;
"30989,""input fields are slow"",""critical""";;
"83607,""too much backspace segfaults mozilla in textbox forms"",""critical""";;
"96514,""Getting a nonexistent pref should not stuff bogus value into result"",""critical""";;
"78948,""Printing crashes with Linux RedHat 6.2 - M092 & N610 crash [@ libc.so.6 - nsPostScriptObj::begin_document]"",""critical""";;
"94546,""crash when hitting back button before print OK is hit - Trunk [@ nsViewManager::ProcessPendingUpdates] [@ nsCOMPtr_base::assign_assuming_AddRef]"",""critical""";;
"63760,""selection is way too slow, makes browser seem hung on large documents"",""critical""";;
"17468,""[WebShell] links w/target attribute do not create new window when clicked"",""critical""";;
"30407,""Browser freezes mousing over URL"",""critical""";;
"39713,""Crash if link is clicked"",""critical""";;
"25749,""<SOUND> makes Mozilla freeze"",""critical""";;
"17671,""[PDT] [DEMO] Incorrect behavior for """"onclick"""" GIF"",""critical""";;
"22472,""[DOGFOOD] onchange= doesn't appear to work for html:input"",""critical""";;
"37417,""when above link is view in mozilla, it displays properly, but the link is wrong"",""critical""";;
"15290,""Wrong parsing when body contains non-ascii chars"",""critical""";;
"76848,""Regression in handling global fonts"",""critical""";;
"80203,""M091 leaking PresShell leaves live frame tree without view tree - Trunk & N610"",""critical""";;
"93294,""Crash occurs during installation of java plugin"",""critical""";;
"93270,""crash on many pages using JS [@ HTMLStyleSheetImpl::SetDocumentForegroundColor]"",""critical""";;
"97770,""regxpcom crashes in xpcom shutdown - Trunk [@ nsComponentManagerImpl::UnloadLibraries]"",""critical""";;
"96563,""N610 topcrash [@ nsAString::do_AssignFromReadable ]"",""critical""";;
"91840,""Implement xptcall for 64bit sparc"",""critical""";;
"96307,""Crash if XMLHttpRequest.send() again in onload handler"",""critical""";;
"38476,""<a href=""""URL"""" target=""""resource window"""">"",""critical""";;
"51403,""A crash will occur when a local HREF source can't be found. [@ nsExternalHelperAppService::FillTopLevelProperties]"",""critical""";;
"93691,""Crash in GKLAYOUT.DLL"",""critical""";;
"98686,""Table celldata code isn't cool enough for 64bit platforms."",""critical""";;
"4661,""Win32: InsertImage fails to load image and displays alternate text"",""critical""";;
"15463,""[DOGFOOD] [PP] linux only Password dialog displays characters !, -, # when typing in password that includes these characters"",""critical""";;
"29794,""Meta refresh tag isn't disabled in editor"",""critical""";;
"42885,""Paste action fails when the selection was cut|copied from HTML <TEXTAREA>"",""critical""";;
"39919,""DOM_L2: Does the editor rely on old incorrect DOM Level 1 behavior"",""critical""";;
"50639,""Can't drop text or links onto empty window"",""critical""";;
"79508,""crash on adding 2nd table ( styled text outside the table)"",""critical""";;
"14750,""[DOGFOOD] cannot insert image through image dialog"",""critical""";;
"42625,""Cut/Copy/Paste broken in text area of a form"",""critical""";;
"71856,""crash after clicking cancel on Background image insertion dialog"",""critical""";;
"67709,""Assertion on each character typed in editor"",""critical""";;
"2834,""A crash occurs when attempting to copy selected text."",""critical""";;
"3708,""Delete selection does not cause screen redraw."",""critical""";;
"3881,""Text block disappears when undoing after typing the return key then backspace"",""critical""";;
"4517,""Delete selection breaks text insertion"",""critical""";;
"9763,""[BLOCKER] crash in nsEditor::GetDocument"",""critical""";;
"26840,""crash in nsTextFrame::GetWidth in the Editor Test page"",""critical""";;
"37171,""Crash when removing 'all' cookies in cookie manager"",""critical""";;
"37264,""Clearing Gfx TextField with """""""" causes crash"",""critical""";;
"52307,""clicking on H. Line causes crash"",""critical""";;
"54057,""spellchecking not working"",""critical""";;
"5800,""A crash occurs when clicking either OK or Cancel in Link Source dialog"",""critical""";;
"11064,""""""Preview"""" button doesn't work first time."",""critical""";;
"17205,""[DOGFOOD] plaintext editor doesn't work"",""critical""";;
"21077,""[DOGFOOD] TextEditorAppshell.xul is missing on win32"",""critical""";;
"38875,""Disable toolbar and menu items while in HTML Source edit mode"",""critical""";;
"50034,""data entered in html source mode is not retained"",""critical""";;
"82273,""Format -> Text Color dialog does not appear"",""critical""";;
"85254,""table cell navigation hangs if table selected"",""critical""";;
"96649,""All message dialogs called from Composer property dialogs are not modal to caller - Trunk [@ nsViewManager::ProcessPendingUpdates]"",""critical""";;
"13556,""Crash Clicking Cancel button in Link Properties of Editor"",""critical""";;
"33461,""Spell checker does not work for win32 (Exception error from Spell Checker)"",""critical""";;
"53735,""Intermittent Command firing, e.g., insert object commands mostly don't fire"",""critical""";;
"56212,""Double quoted text in outgoing mail is mangled"",""critical""";;
"78291,""Crash editing bugzilla bug link"",""critical""";;
"12793,""crash in text area"",""critical""";;
"53733,""Can't nest tables easily (in editor)"",""critical""";;
"54426,""Infinite loop when using Join Table Cells"",""critical""";;
"66308,""[embed] XPIDL'ize transaction manager"",""critical""";;
"75305,""Doing Undo and Redo crashes browser"",""critical""";;
"86492,""double click does not bring up object props dialog"",""critical""";;
"39567,""Textfields not accepting input after tooltip or bookmark menu pulldown"",""critical""";;
"4584,""Clicking on alternate image text causes crash"",""critical""";;
"34896,""text widgets should use anonymous content"",""critical""";;
"39851,""Clicking in an Ender-Lite textfield in composer crashes"",""critical""";;
"66318,""[embed] XPIDL'ize editor"",""critical""";;
"9935,""infinite loop in nsRange::PopRanges()"",""critical""";;
"13482,""[DOGFOOD] Using Backspace key at the beginning of line causes Apprunner crashes"",""critical""";;
"16361,""[DOGFOOD][MLK] nsEditor::CreateNode() and nsEditor::RemoveAttribute() leak"",""critical""";;
"16855,""[CRASH] triple-clicking blank text widget"",""critical""";;
"27897,""can't set font across paragraphs and images"",""critical""";;
"27914,""Applying text attributes or other insert node actions upsets tables"",""critical""";;
"30768,""crash after trying to make link out of Hrule (inline styles)"",""critical""";;
"41744,""editor can create non-compliant html documents"",""critical""";;
"41746,""paragraph format feedback incorrect if <br> nodes in block"",""critical""";;
"41971,""right align on empty cell adds extra blank line at bottom of cell"",""critical""";;
"54895,""crash when apply style to multiple selection of cells"",""critical""";;
"65557,""Tracking bug for editor whitespace issues"",""critical""";;
"65561,""Lots of spaces being added to my document when editing"",""critical""";;
"66290,""[embed] stand-alone plaintext editor"",""critical""";;
"66351,""[embed] implement plaintext edit rules"",""critical""";;
"72968,""browser crashes when doing REDO after doing some cut/paste in tables"",""critical""";;
"83674,""composer crashes on pages with bgcolor when saving in html source view"",""critical""";;
"83676,""Composer crashes when opening html file locally"",""critical""";;
"35100,""can't type after using <popup>, e.g., the colorpicker"",""critical""";;
"39308,""clipboard items in context menus don't function (focus loss)"",""critical""";;
"25161,""Editor needs to handle editing pages with forms"",""critical""";;
"48400,""Using textfield.select() with empty contents doesn't show caret (collapsed selection)"",""critical""";;
"54079,""In Composer, Netscape will crash at selecting submenu of HELP"",""critical""";;
"26391,""Insert Link crashes on Linux"",""critical""";;
"39547,""cannot set coordinates with Imagemap editor"",""critical""";;
"54781,""Can't set page title in Page Properties dialog"",""critical""";;
"9206,""Changing text color second time causes crash"",""critical""";;
"35885,""opening image dialog crashes"",""critical""";;
"79462,""unable to select row after deleting a column"",""critical""";;
"51392,""[perf] Typing in bug submission form incredibly slow"",""critical""";;
"84757,""Cut or delete in some docs removes unselected text"",""critical""";;
"92755,""Crash occurs on MacOS X when cutting or copying HR or Anchor"",""critical""";;
"34356,""Can't position caret before or after table if only thing in page"",""critical""";;
"39528,""nsDOMSelection::ToString with OutputSelectionOnly is busted"",""critical""";;
"15258,""[CRASH] assert making type-in state bold"",""critical""";;
"39864,""selecting shft+enter and reposition caret causes js error"",""critical""";;
"3563,""Editor will not build with gcc 2.7.x"",""critical""";;
"16844,""alt keys insert a space"",""critical""";;
"42781,""Invalid tags destroyed/discarded by composer"",""critical""";;
"55750,""Crash opening """"new composer window"""" to bogus location, after """"this type of page can't be edited"""" dialog"",""critical""";;
"10338,""Please move entities into DTDs (Composer and dialogs)"",""critical""";;
"42510,""backspace or delete is deleting too much"",""critical""";;
"60868,""Insert HTML button in Composer does not work with Classic and Ski Pilot themes."",""critical""";;
"12743,""[CRASH] Clicking in Editor window crashes app"",""critical""";;
"6111,""[PP]In Mac Ender, clicking on Insert Image or Link icons results in a crash"",""critical""";;
"10251,""*.xul: non-localizable XUL file"",""critical""";;
"14720,""Advanced Edit dialog doesn't launch from property dialogs"",""critical""";;
"20694,""[dogfood][crash]Color selection in editor causes crash"",""critical""";;
"21389,""Crash when deleting table cell"",""critical""";;
"22239,""inserting object into cell followed by clickin in text crashes"",""critical""";;
"25107,""Editor debug menu horked"",""critical""";;
"29825,""Remove Composer """"Debug"""" menu for Beta1"",""critical""";;
"39606,""Infinite loop when joining all cells in a column"",""critical""";;
"41619,""Color picker: Crash if you type a value"",""critical""";;
"43011,""crash when deleting table"",""critical""";;
"46001,""View-->HTML Source in Composer causes crash"",""critical""";;
"62947,""can't activate color palette from tool bar icon"",""critical""";;
"40408,""CRASH adding <xmp> to edit source and then clicking a different view."",""critical""";;
"26642,""cannot use arrow keys in composer or text fields"",""critical""";;
"8309,""Need to Flush() during Editor API Logging."",""critical""";;
"8526,""Duplicate CID registrations"",""critical""";;
"13927,""[dogfood]Repaint problems when deleting parts of the document"",""critical""";;
"20107,""[DOGFOOD] typing in the body causes body to scroll to top"",""critical""";;
"41605,""Crash doing editor.js:EditorShutdown() when doing File->close."",""critical""";;
"3574,""SelectAll followed by Delete causes crash in ScrollFrameIntoView"",""critical""";;
"33236,""crash selecting text while scrolling in editor"",""critical""";;
"12960,""assert backspacing at top of document"",""critical""";;
"13662,""Cannot Delete after doing a SelectAll, Delete, Undo"",""critical""";;
"20205,""[dogfood] rearangement of characters during typing"",""critical""";;
"21158,""[DOGFOOD][Regression] Applying text formating removes the selected text"",""critical""";;
"27188,""Enlarge + Bold = Crash!"",""critical""";;
"27699,""A japanse word """"namae"""" for """"name"""" is not drawn on textwidgets"",""critical""";;
"40141,""backspacing into a different style (bold, etc) causes bad style"",""critical""";;
"41369,""text gets deleted in Composer"",""critical""";;
"48132,""Bad editor observer list causes crash"",""critical""";;
"51923,""nsSelectionState::IsEqual compares only first range"",""critical""";;
"24885,""Crash when typing Backspace in URL bar"",""critical""";;
"38723,""copy link/content, then click in textfield hangs browser"",""critical""";;
"16937,""[DOGFOOD][Regression] Editor not initialized when a charset is specified"",""critical""";;
"46629,""Crash while entering text into a form's textarea"",""critical""";;
"61450,""Composer doesn't open"",""critical""";;
"51132,""Crash after pasting contents of compose window"",""critical""";;
"39806,""Crash when I do File->Edit Page"",""critical""";;
"64920,""image insert doesn't function"",""critical""";;
"68197,""send page toasts Composer window contents"",""critical""";;
"97108,""Format > Text Style menu items broken"",""critical""";;
"69669,""focus doesn't go to editor field"",""critical""";;
"64583,""Text controls will not display text or accept input"",""critical""";;
"81210,""Image insert not working"",""critical""";;
"84191,""from browser unable to open """"new composer window"""" from Open Web Location dialog"",""critical""";;
"93951,""Trunk crash [@ nsScriptSecurityManager::GetBaseURIScheme]"",""critical""";;
"95197,""Crash when clicking on a link, while the browser is loading another link"",""critical""";;
"97614,""Crash when calling PK11_ResetToken repeatedly, with a non-empty-cert-db"",""critical""";;
"91197,""talkback top-crash where |GetReadableFragment| is called on strings with no buffers..."",""critical""";;
"99564,""[BeOS] xpcom crash on shutdown"",""critical""";;
"97797,""tab doesn't indent list and bullet jumps down"",""critical""";;
"100796,""calling undeclared functions breaks AIX build"",""critical""";;
"98018,""Impossible to delete text in textbox"",""critical""";;
"82802,""Image Map editor should be removed"",""critical""";;
"92837,""ftp upload api missing"",""critical""";;
"97563,""HANG while printing a page with a plugin"",""critical""";;
"87739,""When an image is cancelled it disappears from the document..."",""critical""";;
"72152,""sizeToContent() crashes on properly sized window"",""critical""";;
"55459,""Crash in DOM timer code when visiting quios.com"",""critical""";;
"63745,""Offiline: crash if stylesheet is on server."",""critical""";;
"97907,""Print system ignores device error codes at initalisation and does not display an error dialog in those cases"",""critical""";;
"92433,""CRASHER!  Browser crashes when I switch tabs (DIGBug)"",""critical""";;
"82401,""Crash printing this and similar pages - N610 [@ nsFrameList::DestroyFrames]"",""critical""";;
"100216,""M094 crash [@ nsCacheService::EnsureEntryHasDevice]"",""critical""";;
"92604,""trunk crash [@ nsFileChannel::AsyncOpen]"",""critical""";;
"86412,""Another instance of crash like bugs 86232 and 86246."",""critical""";;
"68237,""ABR: Array bounds read in mozTXTToHTMLConv::ScanTXT(WORD const*,int,UINT,nsString&)"",""critical""";;
"70258,""ftp displays blank blue screen when xul cache disabled"",""critical""";;
"97226,""Browser crashes in gklayout.dll while loading URL [@ nsCSSRendering::PaintBackground]"",""critical""";;
"99056,""crashes [@ nsImageBoxFrame::GetBaseURI] [@ nsBulletFrame::GetBaseURI]"",""critical""";;
"99666,""page is displayed as blank in certain situation"",""critical""";;
"100293,""nsTextFormatter::smprintf(""""%s"""", NULL) crashes"",""critical""";;
"71718,""Carbonized Mac NSPR needs architectural work to run on dual-CPU machines"",""critical""";;
"91988,""OSX: Crash clicking on Quicktime movie link several times in a row"",""critical""";;
"101992,""regression: last line of text on each page is cut off"",""critical""";;
"102835,""Crash in NSGetModule in libnecko"",""critical""";;
"94341,""Hang changing the display of a <tr> through the DOM"",""critical""";;
"85059,""crash on attempting to load this URL"",""critical""";;
"68488,""Invalid page fault in JSDOM.DLL -- related to setTimout/clearTimeout? -N610 & Trunk [@ GlobalWindowImpl::DropTimeout]"",""critical""";;
"45144,""file: Non-existent file offered for download, crashes on save"",""critical""";;
"103977,""JSS calls non-portable snprintf"",""critical""";;
"103976,""libjss is built with -taso flag"",""critical""";;
"98290,""XPTC invoke on Mac needs to preserve 16-byte stack frame alignment"",""critical""";;
"96475,""Maximized state not preserved"",""critical""";;
"92161,""crashed when clicked inside ipix plugin window"",""critical""";;
"77603,""Call to NPN_PostURL Results in Mozilla Doing a GET Rather Than POST"",""critical""";;
"103250,""Highlighting text during page load - trunk topcrash [@ IsScriptEnabled ]"",""critical""";;
"104079,""A C++ comment in C file blocking mozilla build on Solaris"",""critical""";;
"104047,""OS/2 only - dates are not saved in cookies.txt"",""critical""";;
"104181,""SH should not store layout state if server sends 'Cache-control: no-cache'"",""critical""";;
"97866,""Async file I/O problems in Mac NSPR"",""critical""";;
"101128,""ftp sending spurious OnStopRequest before OnStart"",""critical""";;
"99233,""FTP site doesn't load : ftp.asus.com"",""critical""";;
"77234,""Plugins do not resize correctly in XUL"",""critical""";;
"99633,""printing regression tests ask for a printer"",""critical""";;
"101946,""crash in variables code"",""critical""";;
"100852,""Mac OS X: crash after running page load tests"",""critical""";;
"58104,""ATM font smoothing of PostScript fonts makes windows open up blank, empty"",""critical""";;
"95688,""N610 crash [@ NS_MakeAbsoluteURI]"",""critical""";;
"97516,""crash in nsRenderingContextWin::GetWidth() in certain situation"",""critical""";;
"89626,""Crash in Trunk & N610 [@ 0x00000000 - PresShell::~PresShell]"",""critical""";;
"103979,""Crash if autoconfig proxies prefs enabled by the default"",""critical""";;
"105896,""Crash on content-type text/xml"",""critical""";;
"102376,""crash when trying to view source of google.com - Trunk  [@ nsParser::GetChannel]"",""critical""";;
"100222,""M094 crash quitting with option-q [@ 0xffc6af00 | 0xffc658c0 | 0xffc10000 | 0xffc80c2c | 0xffc7f89c | 0xffc723b0 | 0xffc7f8bc | 0xffc67e30 | 0xffc67bc0 - nsXPCWrappedJSClass::~nsXPCWrappedJSClass][@ PR_Lock]"",""critical""";;
"90143,""browser crashes after using this menu application"",""critical""";;
"83683,""[FIX][FRAMESET PRINT] Framesets only print one page"",""critical""";;
"101221,""regression: cancelling printing a page crashes - Trunk [@ nsDeviceContextWin::GetDeviceContextFor]"",""critical""";;
"69285,""Conn: Mozilla is unresponsive after sleep"",""critical""";;
"106802,""Honey, I really blew up voodooextreme (mac and linux)"",""critical""";;
"101684,""###!!! ASSERTION: Cannot tell if this is a directory: 'NS_SUCCEEDED(rv)', file nsLocalFileUnix.cpp, line 1436"",""critical""";;
"75633,""Ref. to non-existent """"chrome://"""" stylesheet in XBL or XUL file, causes crash M092, Trunk & N610 [@ 0x00000000 - nsProxyEventObject::GetNewOrUsedProxy]"",""critical""";;
"89236,""printing is producing crash"",""critical""";;
"103777,""crashes Trunk  [@ nsFontMetricsWin::ResolveForwards][@ nsFontMetricsWinA::ResolveForwards]"",""critical""";;
"83598,""Clicking twice on JavaScript popup image crashes browser"",""critical""";;
"89465,""Infinite loop in PL_HashEnumerateEntries"",""critical""";;
"102457,""OS/2 - Crash on Japanese-only web site in UCONV.DLL"",""critical""";;
"105075,""NS_CALLBACK_ is a REALLY bad name for a callback"",""critical""";;
"78782,""[XPCDOM]No exception thrown with non-privileged data write attempt"",""critical""";;
"78783,""[XPCDOM]Exception handling error in Components.interfaces"",""critical""";;
"86019,""Getter functions called by chrome javascript get chrome privileges"",""critical""";;
"58584,""low-warning Locale installs expose security dangers"",""critical""";;
"106526,""N620 Problems with SSL with FIPS enabled. [@ PK11_DestroyContext]"",""critical""";;
"71224,""toolbar buttons appear grayed out when new composer window is launched"",""critical""";;
"80416,""Regression in ASN1 Decoder"",""critical""";;
"106527,""Parser hands the sink attributes with no name! [@ HTMLContentSink::AddAttributes][@ HTMLAttributesImpl::SetAttributeName]"",""critical""";;
"58629,""Quoting this message loses data"",""critical""";;
"96784,""crashes at the very end of downloading this file"",""critical""";;
"55093,""When display is 32 bit depth, printing can fail."",""critical""";;
"60844,""N601 Crash (Linux) #7: Mozilla crashes when using plugger from redhat. [@ nsPluginTag::nsPluginTag]"",""critical""";;
"73289,""plugins must be released even if plugin host is leaked"",""critical""";;
"82445,""stream listener leaks"",""critical""";;
"82444,""GetResponseHeader() call in nsPluginHostImpl.cpp not changing input param"",""critical""";;
"70806,""Two complete hangs of 0.8 (with backtraces)"",""critical""";;
"100451,""Trunk crash in DetermineHTMLParseMode [@ PL_strcmp]"",""critical""";;
"109567,""Crash doing print preview"",""critical""";;
"104330,""Korean characters display as rectangles after some browsing"",""critical""";;
"105971,""Navigator freezes when clicking a link which contains non-ASCII characters"",""critical""";;
"102936,""crashes on redirect  Trunk [@nsHttpChannel::ProcessResponse]"",""critical""";;
"108651,""Crash on www.dhtmlnirvana.com - Trunk [@ nsCSSFrameConstructor::ContentAppended]"",""critical""";;
"108175,""INPUT loses value"",""critical""";;
"99057,""M094 N620 crashes [@ GetExtensionsAndDescriptionFromMimetypesFile][@ GetTypeAndDescriptionFromMimetypesFile]"",""critical""";;
"111072,""nsIOService::ExtractUrlPart does not return correct HOST (flag=IOService.url_Host)"",""critical""";;
"111361,""Accessing DOM CSS constants causes crash."",""critical""";;
"110846,""all nsStandardURL setters except SetSpec are missing the escaping step"",""critical""";;
"103016,""crash [@nsSocketTransport::OnStatus]"",""critical""";;
"90144,""M092 Trunk crash [@ nsXBLService::FetchBindingDocument]"",""critical""";;
"90196,""M092 crash [@ nsHttpConnection::OnHeadersAvailable]"",""critical""";;
"109754,""crash on dhtmlcentral.com - closing mozilla window - Trunk M096 [@ nsPlaintextEditor::GetWrapWidth]"",""critical""";;
"76771,""Shockwave 3D Goove engine fails to install, gives error initially, game works after reloading frame(number of times)"",""critical""";;
"105168,""[FIX]N610 N620 M094 M095 Trunk  Access violation [@ nsLineLayout::VerticalAlignFrames]"",""critical""";;
"112448,""Mousewhell doesn't work if window not on main monitor"",""critical""";;
"74226,""NSS needs to double check RSA signatures"",""critical""";;
"112653,""Live-resize and mousewheel broken on osx"",""critical""";;
"112328,""purify report ABR in nsBaseURLParser::ParseURL"",""critical""";;
"94804,""[TABLE PRINT PAGENATION]Codes in between <pre> and </pre> got truncated to print"",""critical""";;
"71507,""M081 & Trunk crash [@ libgdk-1.2.so.0 - nsImageGTK::Draw]"",""critical""";;
"78730,""gif decoder crashes going to www.red-mercury.com"",""critical""";;
"103673,""Switching to User-Defined character coding causes crash [@ nsFontMetricsWin::ResolveForwards ]"",""critical""";;
"103473,""GKGFXWIN.DLL attempted to use a null data pointer variable."",""critical""";;
"110366,""Trunk crash [@ 0x00000001 | 0x00000000 -  nsStorageTransport::AsyncRead]"",""critical""";;
"113508,""Identical URIs do not compare via nsIURI::Equals"",""critical""";;
"113807,""Mozilla crashes with a Dr. Watson when using a proxy server - Trunk [@ MSVCRT.DLL - nsHttpAuthCache::GetAuthEntryForPath]"",""critical""";;
"111383,""Browser crashes on startup if mime description is missing in plugin"",""critical""";;
"84592,""endless loop and hang at page"",""critical""";;
"115105,""crash dereferencing null for bad xbl"",""critical""";;
"107074,""M095 N620 Trunk Crash on Browse Binary Page [@ nsShiftJISToUnicode::Convert]"",""critical""";;
"108105,""[PATCH] M096 Trunk crashing again  [@ nsTextFrame::TextStyle::TextStyle]"",""critical""";;
"108869,""Bugzilla bug lists do not load"",""critical""";;
"111830,""freeze/hang when retrieving malformed response for GET /favicon.ico"",""critical""";;
"116043,""Scrollbars don't respect apearancemanager arrow positions"",""critical""";;
"2589,""Empty <P> elements not ignored as required by HTML4 spec"",""critical""";;
"88070,""Active Accessibility: Crashes occur with Immersion Desktop 2.1.6"",""critical""";;
"116410,""Crash entering german netscape homepage"",""critical""";;
"115654,""[REPRO]Crash when printing"",""critical""";;
"115986,""Trunk regular crashes at startup in zip inflation code [@ inflate_blocks_reset][@ inflate_codes]"",""critical""";;
"90527,""Lack of semicolons on escape characters causes browser to crash"",""critical""";;
"117172,""Trunk Crash when attempting to attach something to a mail [@ nsFileView::GetSelectedFile]"",""critical""";;
"113482,""Loss of preferences, some of the lost preferences cannot be set to non-default values"",""critical""";;
"116592,""When hitting quit from file menu mozilla segfaults"",""critical""";;
"112182,""crash when visiting site"",""critical""";;
"115764,""sporadic Trunk crashes in [@ nsWindow::OnDragMotionSignal]  w/drag'n'drop"",""critical""";;
"119053,""backspace can delete two br's instead of one"",""critical""";;
"118907,""xmlparse.c can not be compiled with Sun CC"",""critical""";;
"115657,""importing certificates from a pkcs12 file does not work with NSS 3.4"",""critical""";;
"108049,""leaking nsParsers if page load interrupted"",""critical""";;
"116796,""Active Accessibility: Crash in drop down list with Immersion Desktop Running"",""critical""";;
"79707,""It is required that component which impls nsIGlobalHistory also impls nsIBrowserHistory"",""critical""";;
"114303,""[DEP PATCH] vmware.com - The url mentioned in this bug hangs mozilla"",""critical""";;
"119391,""nsBaseWidget::GetRenderingContext() does not correctly check for errors"",""critical""";;
"106616,""crash when using XPCOM_DEBUG_BREAK=stack"",""critical""";;
"112688,""[Xlib] StaticColor8 not working in Mozilla"",""critical""";;
"119398,""DeviceContextImpl does not correctly check for errors"",""critical""";;
"104297,""reproducable crash at panasonic.de"",""critical""";;
"93816,""Browser crash upon clicking in page body of this site"",""critical""";;
"117153,""build crashes on startup with PAC enabled"",""critical""";;
"108573,""Regxpcom access violation when registering native dll"",""critical""";;
"89151,""Dynamically generated GIF images won't print"",""critical""";;
"118991,""crash submitting form at http://www.htmlhelp.com/tools/csscheck/ [@ nsContainerFrame::Destroy]"",""critical""";;
"94267,""crash in Trunk [@ nsVoidArray::GrowArrayBy] (dhtml content)"",""critical""";;
"33390,""memory exhausted with javascript array"",""critical""";;
"95888,""[mac-only] 134.5Mb XUL FastLoad File and/or hang"",""critical""";;
"38942,""js_GC can lead to memory exhaustion when low on memory"",""critical""";;
"38846,""XBL JS GC problems, was: NSPR asserts under js_LockScope1"",""critical""";;
"23532,""memcpy on pointer that could be NULL"",""critical""";;
"34425,""javascript assert failure"",""critical""";;
"21799,""throw of null crashes"",""critical""";;
"21836,""f.apply(2, 2) crashes"",""critical""";;
"31862,""crash when attempting to call NodeList as function"",""critical""";;
"32174,""Crash if user names function Object()"",""critical""";;
"21618,""JS """"var"""" incompatibility due to ECMA changes"",""critical""";;
"39125,""Concat var and string crashes JS Engine in js_ErrorToException"",""critical""";;
"42530,""XBL JSClasses must be ref-counted"",""critical""";;
"61899,""js_SetupLocks has different behavior in DEBUG & non DEBUG build"",""critical""";;
"69345,""Browser crashes entering listed URL"",""critical""";;
"69607,""hard crash when executing VERY simple javascript"",""critical""";;
"75141,""JS scope deadlock avoidance doesn't handle GC dependencies"",""critical""";;
"75239,""crash in js_SetClassPrototype() invoked by fun_resolve()"",""critical""";;
"76634,""Has Function.prototype.toString() changed?"",""critical""";;
"77578,""Whole app hangs www.mrshowbiz.com (wrong eval scope for JS)"",""critical""";;
"78121,""buy.com site crashes"",""critical""";;
"79054,""JS ABBA deadlock between rt->setSlotLock and a claimed scope"",""critical""";;
"81245,""type-unsafe macro call bug in jsinterp.c, breaks ^ & | >> << ops"",""critical""";;
"82306,""JS URI method impurity"",""critical""";;
"90597,""CACHED_SET/CACHED_GET refcount bug"",""critical""";;
"90994,""JS 3-way deadlock between rt->SetSlotLock, JS_AWAIT_REQUEST_DONE and JS_AWAIT_GC_DONE"",""critical""";;
"6005,""crash closing window"",""critical""";;
"1223,""Crash when handling js 'with' statement in NGLayout"",""critical""";;
"41022,""js_AllocGCThing bug can cause the garbage collector to trash the free list"",""critical""";;
"57826,""JS interpreter bug breaks obj[anotherObj] (breaks TIBET IDE)"",""critical""";;
"476,""Core dump on startup of moz-export"",""critical""";;
"6026,""M5 Apprunner/Viewer die just after page begins to render."",""critical""";;
"9141,""Regular expression crashes system"",""critical""";;
"43750,""Double clicking causes crash"",""critical""";;
"60164,""Out of memory exceptions can cause SEGV when there is no memory recovered from garbage collection."",""critical""";;
"15399,""XPTCInvoke not implemented for linuxppc"",""critical""";;
"108013,""Browser crashes on going to this URL"",""critical""";;
"109635,""crash in js_GC() when marking fp->argv"",""critical""";;
"75555,""Crash when loading the page (lots of javascript)."",""critical""";;
"83532,""Mozilla crashes immediately on loading page [@ RecycleTree]"",""critical""";;
