"362857,""Simplify the NSS version string definition."",""trivial""";;;
"351108,""Tooltips in OS X need to not be banana-yellow"",""trivial""";;;
"363141,""""""this.whoisList has no properties"""" when doing a /query"",""trivial""";;;
"351969,""nsImageDocument image scaling should never scale a dimension to 0px"",""trivial""";;;
"362754,""confirmPhishingUrl entity is not logically formulated"",""trivial""";;;
"364055,""Message confusing when your version of DBD::foo is too old"",""trivial""";;;
"307058,""Folder Properties dialog's Retention Policy tab has incorrectly aligned captions"",""trivial""";;;
"320468,""SetDelayCaretOverExistingSelection is unused"",""trivial""";;;
"364167,""no space in Attachments on this Bug:263"",""trivial""";;;
"364115,""No folder icons in Virtual Folder list dialog"",""trivial""";;;
"335389,""flags should use '', '?', '+', '-' as option order"",""trivial""";;;
"364215,""Modern mini scrollbars don't work"",""trivial""";;;
"358422,""Misspelling in Chatzilla network prefs"",""trivial""";;;
"350400,""Talkback munger needs a minimum length"",""trivial""";;;
"74589,""Spelling flaws in /help stalk"",""trivial""";;;
"357298,""Remove obsolete and unusable null check from XPCCallContext"",""trivial""";;;
"356074,""Error for omitting """"cf_"""" from editfields.cgi is incorrect"",""trivial""";;;
"364169,""There is a """"show votes for this bug"""" link when the bug has no votes"",""trivial""";;;
"364172,""Wording on showdependencytree.cgi is bad when there are no dependencies"",""trivial""";;;
"144037,""/mode and /oper should be recognized by Chatzilla"",""trivial""";;;
"365083,""edit components cc list text needs wordsmithing"",""trivial""";;;
"365062,""extra whitespace in """"to classification ..."""" parenthetical"",""trivial""";;;
"365061,""Unclassified default description is bad"",""trivial""";;;
"365054,""no changes should be in the plural"",""trivial""";;;
"354660,""please reword """"use in total"""""",""trivial""";;;
"363912,""editwhines uses both the word """"query"""" and the word """"search"""" for the same thing"",""trivial""";;;
"365963,""Make about:logo work in Thunderbird"",""trivial""";;;
"366141,""JavaScript strict warnings in migration.js and calendarManagement.js"",""trivial""";;;
"360479,""Weekview workweek days only takes 50% longer to display"",""trivial""";;;
"365525,""Periods in wrong place in relation to parentheses"",""trivial""";;;
"365221,""period is on the wrong side of parentheses in priority description"",""trivial""";;;
"365256,""Period is on the wrong side of a bunch of other parentheses"",""trivial""";;;
"365456,""bug/summarize-time uses p as br"",""trivial""";;;
"365480,""admin/components/select-product has useless <p>"",""trivial""";;;
"365482,""admin/fieldvalues/create has useless <p>"",""trivial""";;;
"365483,""admin/fieldvalues/created has useless <p>"",""trivial""";;;
"365484,""admin/fieldvalues/deleted has useless <p>"",""trivial""";;;
"365486,""admin/fieldvalues/edit has useless <p>"",""trivial""";;;
"365487,""admin/fieldvalues/footer produces invalid markup"",""trivial""";;;
"365491,""admin/milestones/create has useless <p>"",""trivial""";;;
"365492,""admin/milestones/created has useless <p>"",""trivial""";;;
"365493,""admin/milestones/deleted has useless <p>"",""trivial""";;;
"365494,""admin/milestones/edit has useless <p>"",""trivial""";;;
"365495,""admin/milestones/footer produces invalid markup"",""trivial""";;;
"365560,""account/prefs/permissions uses invalid usage for p"",""trivial""";;;
"365565,""admin/fieldvalues/list has useless <p>"",""trivial""";;;
"365566,""admin/fieldvalues/select-field has useless <p>"",""trivial""";;;
"365567,""admin/fieldvalues/updated has useless <p>"",""trivial""";;;
"365568,""admin/group/edit has useless <p>"",""trivial""";;;
"365497,""admin/milestones/select-product has useless <p>"",""trivial""";;;
"365498,""admin/milestones/updated has useless <p>"",""trivial""";;;
"365500,""admin/products/groupcontrol/edit uses p as br"",""trivial""";;;
"365502,""admin/products/confirm-delete uses strange mark up"",""trivial""";;;
"365503,""admin/products/footer produces invalid markup"",""trivial""";;;
"365504,""admin/products/list has useless <p>"",""trivial""";;;
"365505,""admin/products/list-classifications has useless <p>"",""trivial""";;;
"365506,""admin/products/updated uses strange mark up"",""trivial""";;;
"365507,""admin/versions/confirm-delete uses strange mark up"",""trivial""";;;
"365508,""admin/versions/create useless <p>"",""trivial""";;;
"365509,""admin/versions/created has useless <p>"",""trivial""";;;
"365510,""admin/versions/deleted has useless <p>"",""trivial""";;;
"365511,""admin/versions/edit has useless <p>"",""trivial""";;;
"365512,""admin/versions/footer produces invalid markup"",""trivial""";;;
"365513,""admin/versions/list has useless <p>"",""trivial""";;;
"365514,""admin/versions/select-product has useless <p>"",""trivial""";;;
"365515,""admin/versions/updated has useless <p>"",""trivial""";;;
"365516,""attachment/confirm-delete uses p as br"",""trivial""";;;
"365554,""global/user-error uses p as br"",""trivial""";;;
"363270,""[pl] Add Marcin Jagodzinski to credits.dtd"",""trivial""";;;
"308068,""JavaScript strict warning in richlistbox.xml"",""trivial""";;;
"365470,""Locate Attachment page still has an Edit button"",""trivial""";;;
"365996,""Take advantage of old yes/no constant in nsIPromptService"",""trivial""";;;
"365496,""admin/milestones/list has useless <p>"",""trivial""";;;
"365443,""Bugmail for new bugs without flags contains two unneeded lines"",""trivial""";;;
"356117,""Incorrect spelling in Delete E-Mail Certificates"",""trivial""";;;
"365913,""bad translation of """"connection reset"""" error message"",""trivial""";;;
"362995,""[FIX]Right part of focus outline of empty listbox is not visible"",""trivial""";;;
"367102,""put maps in alphabetical order"",""trivial""";;;
"367894,""Missing separator after the """"Sanity Check"""" link in the footer"",""trivial""";;;
"313861,""Registration errors of localization of editor and wallet"",""trivial""";;;
"352409,""signed / encrypted icon too close to the edge in the message header area"",""trivial""";;;
"369131,""sub status undefined in js/tests/mklistpage.pl"",""trivial""";;;
"369268,""Api Documentation of Bugzilla::WebService::Product with wrong title."",""trivial""";;;
"269033,""When using 'Open links from other applications' set to 'a new tab in the most recent window', opening a new link resizes browser"",""trivial""";;;
"369347,""JavaScript Tests - update test template copyright"",""trivial""";;;
"369300,""A small typo to fix in 1_8"",""trivial""";;;
"362695,""Change nsIEditor to remove readonly on transactionManager"",""trivial""";;;
"354330,""nsIPref should have @status DEPRECATED"",""trivial""";;;
"369768,""query.cgi has no title in the banner"",""trivial""";;;
"369958,""Attachment edit page has unneeded <br>s"",""trivial""";;;
"364960,""""""Reassign bug to default assignee"""" text is worded very badly"",""trivial""";;;
"370051,""nsSVGUtils.h mis-forward-declares struct gfxMatrix as a class"",""trivial""";;;
"328089,""Additional Comments field columns are constant at 80 cols"",""trivial""";;;
"252856,""HTML charts don't validate"",""trivial""";;;
"326803,""Wrong colspan for """"summarize time"""" link below time tracking bar on show_bug.cgi"",""trivial""";;;
"314501,""use labels on login"",""trivial""";;;
"311237,""bug_status_help and resolution_help Search popup help should use Abug and abug vars in variables.none.tmpl"",""trivial""";;;
"361796,""Unused variables in xpccomponents.cpp (cause compiler warnings)"",""trivial""";;;
"367923,""""""variable X hides argument"""" strict warning is slightly misleading"",""trivial""";;;
"320104,""Message search dialog title is """"Find in This Page"""""",""trivial""";;;
"338244,""URL visited mislinks bug #X including the #"",""trivial""";;;
"369312,""Colombian Holidays file is obsolete"",""trivial""";;;
"317323,""Set NSPR31_LIB_PREFIX to empty explicitly for """"WIN95"""" and """"WINCE"""" builds"",""trivial""";;;
"371147,""about: should use about:logo again"",""trivial""";;;
"371954,""not easy to distinguish bug number when more than one bug attached to a test case run"",""trivial""";;;
"371497,""Compile warnings nsWebBrowserPersist.cpp"",""trivial""";;;
"321389,""qute : pixel missing at the bottom of smileys - consistency with other themes"",""trivial""";;;
"372200,""extraneous code in gSessionHistoryObserver"",""trivial""";;;
"371518,""Misspelled word in Thunderbird Account manager: Emfpangsbestätigung instead of """"Empfangsbestätigung"""""",""trivial""";;;
"97777,""An absolutely positioned DIV with centered alignment adds extra space around the block elements it contains"",""trivial""";;;
"356507,""${^Name} instead of product name in Russian Sunbird setup wizard"",""trivial""";;;
"372573,""NS_NO_INTERFACE should be NS_NOINTERFACE"",""trivial""";;;
"296518,""messages/days was not grayout (""""Retention Policy""""tab in """"Folder Properties"""")"",""trivial""";;;
"373312,""bugzilla terms should not be used for db name"",""trivial""";;;
"373465,""l10n errors in thunderbird installer"",""trivial""";;;
"374121,""Strict warnings in calendarWindow.js, calendar-month-view.xml, calGoogleCalendar.js, calGoogleSession.js"",""trivial""";;;
"371244,""Small fixes for LT locale (incl. OCSP)"",""trivial""";;;
"365545,""Tbird throws some javascript strict warnings"",""trivial""";;;
"373306,""selecting """"annually"""" recurrence will misalign labels"",""trivial""";;;
"372210,""random cleanup of browser.js"",""trivial""";;;
"375251,""Typo in the Bugzilla::WebService pod"",""trivial""";;;
"366466,""flag notification mail has canceled spelled incorrectly"",""trivial""";;;
"355360,""#unifinder-search-results-listbox min-height property is too small"",""trivial""";;;
"167075,""Nested Marquee tags not supported."",""trivial""";;;
"361303,""Showing about as a dialog doesn't work in suiterunner."",""trivial""";;;
"375704,""munger.getRule doesn't always return something"",""trivial""";;;
"308499,""""""Spell as you type"""" wording needs to be changed"",""trivial""";;;
"373240,""Uppercase the VK_* bits for consistency with the rest of the codebase"",""trivial""";;;
"376331,""Remove some unused strings from xpfe/suite"",""trivial""";;;
"255234,""""""Send unsent messages..."""" in context menu of unsent messages folder should not end with """"..."""""",""trivial""";;;
"345873,""the word """"Goto"""" shouldn't be used in the UI (Tools > Options > Privacy > Junk)"",""trivial""";;;
"371451,""OCSP protocol is misspelled in ku"",""trivial""";;;
"359313,""Spelling, grammar and validation for Calendar pages"",""trivial""";;;
"358996,""cvs remove alertDialog.js"",""trivial""";;;
"358701,""Week(Multiday)view: vertical day/date header column too wide, could be much narrower"",""trivial""";;;
"346427,""cvs remove calendar/resources/content/dateUtils.js"",""trivial""";;;
"4546,""""""Secure Connection"""" icon displayed in status bar at all times"",""trivial""";;;
"206212,""Table row's VALIGN is inconsistent when DHTML rewrites innerHTML of table cells"",""trivial""";;;
"353588,""on mac, when there are no windows, hide the separator in the Window menu"",""trivial""";;;
"372198,""JavaScript Tests - miscellaneous updates 20070228"",""trivial""";;;
"262892,""In <mail3PaneWindowCommands.js>, """"Warning: redeclaration of var parentResource"""""",""trivial""";;;
"262885,""In <commandglue.js>, """"Warning: redeclaration of var i"""" and """"Warning: assignment to undeclared variable node"""""",""trivial""";;;
"372052,""OCSP mispelled in pipnss.properties"",""trivial""";;;
"378653,""Copyright year in eu Sunbird 0.5pre build is wrong"",""trivial""";;;
"375908,""Texts in credits is invisible when default text color is white."",""trivial""";;;
"378649,""Copyright year in sv-SE Sunbird 0.5pre build is wrong"",""trivial""";;;
"370582,""""""Minefield Safe Mode"""" context menu on windows start menu internet shortcut is broken"",""trivial""";;;
"378609,""Dutch Holidays (2006 - 2011) ICS file contains wrong date for a holiday"",""trivial""";;;
"378651,""Copyright year in nb-NO Sunbird 0.5pre build is wrong"",""trivial""";;;
"356673,""Optimisation of l10n files"",""trivial""";;;
"320880,""Thunderbird/About Thunderbird dialog box in address book is a sheet (modal window)"",""trivial""";;;
"364510,""[FIX][reflow branch] Right hand side of empty select is slightly cut off"",""trivial""";;;
"340128,""The NSPR and NSS versions in org/mozilla/jss/CryptoManager.java are out of date."",""trivial""";;;
"371509,""OCSP protocol is misspelled in da"",""trivial""";;;
"378655,""Copyright year in pa-IN Sunbird 0.5pre build is wrong"",""trivial""";;;
"287472,""moz-border-radius rendering artifact"",""trivial""";;;
"279713,""[Sunbird] In Toolbar customization 'Text only' drop down menues are missing"",""trivial""";;;
"272910,""Right edge / border of active tabs sometimes renders incorrectly"",""trivial""";;;
"361211,""single selected event doesn`t change color when deselected"",""trivial""";;;
"378650,""Copyright year in cs Sunbird 0.5pre build is wrong"",""trivial""";;;
"378652,""Copyright year in sl Sunbird 0.5pre build is wrong"",""trivial""";;;
"320126,""""""Open new messages in"""" label is confusing"",""trivial""";;;
"382387,""JavaScript Tests - ecma_3/Date/15.9.5.6.js uses incorrect TestCase signature"",""trivial""";;;
"381039,""tpol suiterunner installer packages are useless"",""trivial""";;;
"350292,""Customize Toolbar: Restore Default Set does not restore to default"",""trivial""";;;
"382584,""Mistyped assignment in tree.xml"",""trivial""";;;
"289979,""Three root CA certs don't have explicit CKA_TRUST_STEP_UP_APPROVED flags"",""trivial""";;;
"382911,""Several JS components call nsICategoryManager.addCategoryEntry with an extra final parameter"",""trivial""";;;
"381499,""Components.utils.import reports NS_ERROR_FAILURE when the file not exists"",""trivial""";;;
"343870,""Line breaks normalized twice"",""trivial""";;;
"371957,""when clicking on the magnifying glass for notes in a test run, the context of the screen resets to the top"",""trivial""";;;
"383576,""<datepicker>, <timepicker> warning: assignment to undefined variable newval"",""trivial""";;;
"384743,""Add this SSH key to CVS account"",""trivial""";;;
"184304,""When memory cache is disabled, no-store pages are not displayed at all"",""trivial""";;;
"305444,""cid and comment don't match"",""trivial""";;;
"318842,""Bugs with """"New:"""" in the header have an extra space before """"New:"""""",""trivial""";;;
"348479,""""""this.bgbox has no properties"""" error when switching """"Workweek days only"""""",""trivial""";;;
"374804,""adding notes or changing status in test run case resets notes window to top"",""trivial""";;;
"343816,""Wrong translation in download progress message"",""trivial""";;;
"385278,""style nits in the content prefs service"",""trivial""";;;
"361724,""Simplified Chinese Tanslation Error of the word """"Finder"""""",""trivial""";;;
"385739,""Arabic letters not conected when using (Simplified Arabic) font"",""trivial""";;;
"382884,""Emacs modeline comment missing from MathML header files."",""trivial""";;;
"249260,""All Preferences pane headers read """"Calendar"""""",""trivial""";;;
"264397,""Sunbird - Preferences: """"General"""" icon is always highlighted (highlit?)"",""trivial""";;;
"267365,""correct spelling, wrong homonym in preferences """"overwritten"""""",""trivial""";;;
"373221,""pref.daysoff.label in preferences->view has a grey background"",""trivial""";;;
"386311,""autoscaled percentage of very large images (cf. URL) in the title bar becomes negative when you shrink the whole window too much"",""trivial""";;;
"375201,""Typo in attribute name"",""trivial""";;;
"379268,""Fix for isDefaultCalendar and install.rdf changes"",""trivial""";;;
"229806,""CSS Errors in Inspector"",""trivial""";;;
"117716,""XBL Bindings Property radio group should have horizontal orient"",""trivial""";;;
"125268,""Edit/Pr_e_ferences, not Pre_f_erences"",""trivial""";;;
"152553,""""""Show Anonymous Content"""" menu item doesn't reflect state"",""trivial""";;;
"167009,""Should use constants defined on Node, not their numerical expansion."",""trivial""";;;
"224215,""Edit Attribute says """"Enter the attribute name"""" instead of """"Enter the attribute value"""""",""trivial""";;;
"281119,""Warning ``assignment to undeclared variable seq'' [xs] in file ``chrome://inspector/content/jsutil/rdf/RDFU.js'', line 86, character 0."",""trivial""";;;
"348668,""attribute """"nodeName"""" column needs to be split up in """"prefix"""" and """"localName"""" columns"",""trivial""";;;
"362286,""nsIPrefBranchInternal is deprecated - use nsIPrefBranch2"",""trivial""";;;
"367638,""""""Javascript Object"""" is misspelled"",""trivial""";;;
"52058,""[ps] Overline/Strikethrough prints too low"",""trivial""";;;
"346125,""Broken link to Netscape Cookie Specification page in cookies.txt file"",""trivial""";;;
"365557,""account/profile-activity has useless <p>"",""trivial""";;;
"365472,""rename 'token_inexistent' to 'token_does_not_exist' or something"",""trivial""";;;
"366384,""improve the message """"Delete Component of Product 'Derivatives'"""""",""trivial""";;;
"382744,""Backwards assertion checks in XPCNativeScriptableInfo::Construct"",""trivial""";;;
"387633,""Remove old and unused images from winstripe"",""trivial""";;;
"228190,""Remove unnecessary NSS_ENABLE_ECC defines from manifest.mn"",""trivial""";;;
"382705,""""""Status"""" label in """"New Task"""" window is misaligned"",""trivial""";;;
"385368,""Print() contains a useless variable"",""trivial""";;;
"387678,""Warnings thrown when running ./runtests -v 11"",""trivial""";;;
"388249,""'buglist_load_named_query' from global/messages.html.tmpl is obsolete"",""trivial""";;;
"387891,""Remove tasks icon from mode toolbar until task view is implemented"",""trivial""";;;
"388438,""Incorrect interpretation of LFCR after opening tag"",""trivial""";;;
"388590,""Misordered variables when calling diff_arrays from process_bug.cgi"",""trivial""";;;
"388159,""'bug' hardcoded in setting-descs.none.tmpl"",""trivial""";;;
"388165,""Remove obsolete $field_descs.groupset"",""trivial""";;;
"388546,""aRuleDetail parameters to nsRuleNode::Compute*Data don't need to be references"",""trivial""";;;
"364361,""The word """"Customising"""" in chapter 6 title is spelled wrong in all documentation"",""trivial""";;;
"382723,""Windows File picker always Windows Classic theme (Suiterunner)"",""trivial""";;;
"383595,""""""allows to"""" isn't correct"",""trivial""";;;
"366380,""Add component to Product 'product_name' is awkward"",""trivial""";;;
"345970,""Avoid using the string 'the web'"",""trivial""";;;
"363908,""Consistently name the Settings control panel (User Preferences)"",""trivial""";;;
"379861,""Grammatical polishing for the QUICKSTART file"",""trivial""";;;
"352696,""Ambiguous meaning of File->Attachments->Delete All"",""trivial""";;;
"390062,""""""url"""" should be """"URL"""""",""trivial""";;;
"387050,""Build ID empty => SeaMonkey {Build ID: }"",""trivial""";;;
"388216,""Event Listeners are not removed in views"",""trivial""";;;
"337251,""warning: """"/*"""" within comment"",""trivial""";;;
"358486,""env_no_email mistakenly refers to an environment variable where it should refer to a param"",""trivial""";;;
"387609,""Add check for lastError in test_storage_progresshandler.js"",""trivial""";;;
"389765,""nsXPCWrappedJSClass::DebugDump leaks an xptiInterfaceInfo"",""trivial""";;;
"380736,""Inline image attachment resizing (zoom / hourglass) is always enabled, even when useless"",""trivial""";;;
"390963,""misspelling in Polish dialog box when I try to open non-existing downloaded file"",""trivial""";;;
"385319,""vertical label (and table in mozilla) snake around when using z axis whose values have wide ranging lengths"",""trivial""";;;
"391111,""Remove a7 builds from the firefox/nightly/latest-nightly/ directory"",""trivial""";;;
"350319,""Strict warning: function getStyleSheet does not always return a value"",""trivial""";;;
"325964,""MathML missing fonts dialogue contatins extra space character (Camino-only)"",""trivial""";;;
"355220,""Dutch style error in locale/nl/pippki/newserver.properties"",""trivial""";;;
"365591,""New calendarfiles for Sweden"",""trivial""";;;
"347698,""Tooltip instructs user to """"click go"""" but Go button is no longer labelled """"Go"""""",""trivial""";;;
"335092,""Question mark missing on front page"",""trivial""";;;
"362919,""message pane is too wide due to alert bar's minimum-width"",""trivial""";;;
"243902,""about:plugins includes a link to netscape"",""trivial""";;;
"365060,""Edit products is missing a :"",""trivial""";;;
"365088,""(Voters) is a strange way to let me see other people who voted for a bug"",""trivial""";;;
"393742,""Silly var use in exitPrintPreview()"",""trivial""";;;
"393844,""Update en-US short abbreviations for weekdays"",""trivial""";;;
"394123,""Link to group list redundant on confirmation page for mass-removal"",""trivial""";;;
"363725,""Make about:logo work again in Toolkit apps"",""trivial""";;;
"383639,""Include [Cancel] option for """"Reconnecting in..."""" messages"",""trivial""";;;
"394372,""address bar identity UI looks different between large/small icon setting"",""trivial""";;;
"394373,""Favicon should be horizontally centered within the collapsed identity UI box"",""trivial""";;;
"394191,""[Proto] Title of Recurrence dialog is """"Edit item"""""",""trivial""";;;
"395584,""ftp remove old thunderbird builds from latest-trunk/latest-mozilla1.8 folder"",""trivial""";;;
"385159,""Make the JS shell use the latest version"",""trivial""";;;
"395566,""wrong(=old) path description in the """"account-assistant"""" in the german version"",""trivial""";;;
"385778,""Bugzilla.timezone should be LOGIN_EXEMPT"",""trivial""";;;
"327751,""View buttons should be type=radio [Lightning]"",""trivial""";;;
"395080,""Double backslash in sysDir filenames causes problems on OS/2"",""trivial""";;;
"386982,""Tab drag and drop indicator arrow out of alignment by 1 px"",""trivial""";;;
"395543,""Remove dummyWindow"",""trivial""";;;
"396418,""Warning: function serv_disconnect does not always return a value"",""trivial""";;;
"252273,""last """"next"""" button before install starts should be labeled """"install"""" or similar"",""trivial""";;;
"393130,""Tasks list needs context menu"",""trivial""";;;
"393979,""Remove orphaned comment in nsFrame::BoxReflow"",""trivial""";;;
"397614,""BrowserGlue's QI doesn't need to declare nsISupports"",""trivial""";;;
"393781,""Small follow-up optimization in nsSpaceManager.cpp"",""trivial""";;;
"391643,""Remove GetAlphaBytesPerRow from imgContainer.cpp"",""trivial""";;;
"398003,""Overhaul SeaMonkey README files"",""trivial""";;;
"324990,""Bug Activity Page does not use bug summary in page title"",""trivial""";;;
"358791,""Option 'Hide completed tasks' should be renamed"",""trivial""";;;
"391770,""OCSP_Global.monitor is leaked on shutdown"",""trivial""";;;
"398369,""Break friendship between imgContainer and nsGIFDecoder2"",""trivial""";;;
"391774,""PKIX_Shutdown is not called by nssinit.c"",""trivial""";;;
"392693,""Inconsistent arrow button size and entry field width in Add Bookmark dialog."",""trivial""";;;
"339818,""quote bar spacing differs on left vs right side"",""trivial""";;;
"395395,""Application icons are only shown for a few programs"",""trivial""";;;
"398565,""[App prefpane] Changing application to 'always ask' does not change the icon to generic (keeps previous icon)"",""trivial""";;;
"398563,""[App prefpane] always ask has a generic icon until selected then no icon"",""trivial""";;;
"385894,""Kill old gfx code in nsWindowsShellService"",""trivial""";;;
"352929,""Remove unused function DER_Decode"",""trivial""";;;
"397846,""Remove """"Navigator"""" branding from SeaMonkey UI"",""trivial""";;;
"386281,""""""Type Manifest File:"""" spewed to console on launch."",""trivial""";;;
"350741,""[Mac] Text in Remember Password Dialog is too close to the top-left corner"",""trivial""";;;
"388190,""XPCOMUtils spews uuids when registering components"",""trivial""";;;
"388189,""console spewage: """"(all right -- a generic module!)"""""",""trivial""";;;
"388356,""nsXULPopupManager.h:124: warning: ‘DirectionFromKeyCode_lr_tb’ defined but not used"",""trivial""";;;
"381364,""locationFolders menulist icon lacks horizontal margin"",""trivial""";;;
"400246,""JavaScript Tests - update public-failures.txt 2007-10-17"",""trivial""";;;
"310107,""Binding prototype is not unhooked at document teardown"",""trivial""";;;
"288368,""Fix spelling error in code - s/catergories/categories"",""trivial""";;;
"381852,""Incorrect call to listener in several functions which manage items"",""trivial""";;;
"381853,""When calling modifyItem(), it is necessary to set X-GOOGLE-EDITURL for new item"",""trivial""";;;
"313888,""Empty URL should not be auto-completed"",""trivial""";;;
"350201,""Location bar shows about:blank after toolbar customization"",""trivial""";;;
"399764,""[Proto] Attendees dialog: error during setting zoom level and strict warning"",""trivial""";;;
"402114,""Fix the incorrect function prototypes of SSL handshake callbacks"",""trivial""";;;
"341518,""mini month """"previous"""" and """"next"""" arrow buttons move when clicked"",""trivial""";;;
"402420,""CSS update for SSL error page"",""trivial""";;;
"399695,""[de-SM2] Unnecessary buttons """"OK"""" """"Abbrechen"""" in cookie dialog"",""trivial""";;;
"240470,""Adding an empty optgroup to an empty select using DOM results in extra space"",""trivial""";;;
"402308,""Fix miscellaneous compiler warnings in nss/cmd"",""trivial""";;;
"394535,""Remove obsolete code from PNG decoder"",""trivial""";;;
"393031,""remove obsolete file: modules/libimg/png/pngasmrd.h"",""trivial""";;;
"401298,""Including jsapi.h generates many warnings with certain compiler configurations (e.g. gcc 3.4 -Wstrict-prototypes)"",""trivial""";;;
"387473,""Wrong Korean Menu Labels"",""trivial""";;;
"397917,""[Today Pane] entire pane shifts when pressing a miniday button"",""trivial""";;;
"382167,""Review nsIPrintSettings.paperSize"",""trivial""";;;
"403219,""Remove 2 obsolete <newserver.*> files, or other left-overs"",""trivial""";;;
"402609,""'Administrate' is not the correct title for the Admin page"",""trivial""";;;
"403648,""[de-SM2] """"To:"""" in MailNews composer window translated as """"Bis:"""""",""trivial""";;;
"402498,""imgIEncoder documentation is wrong"",""trivial""";;;
"403676,""Remove lock from calendar list column header"",""trivial""";;;
"392827,""Duplicated function in calendar-management.js"",""trivial""";;;
"404355,""JavaScript Tests - update tests due to fallout from bug 353116"",""trivial""";;;
"224199,""Code cleanup: nsMsgSortOrder and nsMsgSortType"",""trivial""";;;
"404566,""a few mistakes in dutch translation"",""trivial""";;;
"403807,""Typo in suite/locales/en-US/installer/unix/README"",""trivial""";;;
"330435,""The Romanian localization uses s and t with cedilla instead of s and t with comma below"",""trivial""";;;
"388433,""Mode Toolbar:  Tasks button should say """"Tasks"""" not """"Task"""""",""trivial""";;;
"405102,""Wrong french translation in preferences window"",""trivial""";;;
"404912,""typo in submit.log by Crash reporter"",""trivial""";;;
"279589,""Documentation suggests ISO-8859-1 encoding, but template files are UTF-8"",""trivial""";;;
"201528,""browser ignores MARQUEE BEHAVIOR = """"SLIDE"""""",""trivial""";;;
"401389,""[Proto] Task dialog shows dots beside checkbox when start or due date checkbox given focus"",""trivial""";;;
"406439,""Inconsistent use of """"website"""" and """"web site"""" in Page Info"",""trivial""";;;
"406390,""Proposed changes for Testopia manual"",""trivial""";;;
"400520,""about:license should contain license information for Breakpad"",""trivial""";;;
"406961,""[문법 오류] 주어 동사 순서 바뀜"",""trivial""";;;
"350996,""When you're away, Chatzilla reclaims the wrong nick"",""trivial""";;;
"291764,""Some animated gifs animate in Print Preview if looping is set to once"",""trivial""";;;
"405255,""change in-code URLs to new SeaMonkey website"",""trivial""";;;
"407494,""Minor dictionary tweaks"",""trivial""";;;
"405753,""nsIDictionary leftover forward declaration in nsISessionStore.idl"",""trivial""";;;
"73322,""Automatic or option-based image resizing (Function to view an image resized to fit the screen)"",""trivial""";;;
"404351,""JavaScript Tests - handle """"race"""" in some Date tests"",""trivial""";;;
"369062,""prior should read """"earlier"""" in edit groups"",""trivial""";;;
"409040,""a few mistakes in dutch translation of malware protection message"",""trivial""";;;
"365706,""Migration wizard shows oversized progress bar on import page"",""trivial""";;;
"408740,""Calendar Toolbar has conflicting accesskey in Lightning"",""trivial""";;;
"409157,""German l18n contains English term """"History"""" on prefs dialogue"",""trivial""";;;
"408994,""Wrong spelling """"verfifiziert"""" in Site Identity Popup"",""trivial""";;;
"343865,""ChatZilla tabs have bizarre/wrong/missing attributes (last-tab, first-tab, etc.)"",""trivial""";;;
"399545,""<textbox type=""""number""""> spin buttons look wrong with some GTK themes"",""trivial""";;;
"392618,""Residual yellow line at the beginning of location bar and search bar"",""trivial""";;;
"410672,""""""Manage Search Engines..."""" menu entry is misaligned"",""trivial""";;;
"381858,""The accesskey for """"More"""" button in Page Info does not work"",""trivial""";;;
"239587,""Benign parameter mismatch"",""trivial""";;;
"396547,""Remove obsolete entities lightning.sidebar.showCompletedTasks.* from lightning.dtd"",""trivial""";;;
"395051,""Synchronize connection.dtd on MOZILLA_1_8_BRANCH and Trunk"",""trivial""";;;
"403936,""[today pane] activity field: Remember user configurable option"",""trivial""";;;
"410664,""Fix typo"",""trivial""";;;
"411506,""JavaScript Tests - known-failures.pl should ignore trailing spaces"",""trivial""";;;
"399595,""Remove unused entities from global.dtd"",""trivial""";;;
"406849,""Remove unused entity from calendar.dtd"",""trivial""";;;
"411016,""Strict warning: function tabdnd_candrop does not always return a value"",""trivial""";;;
"400444,""Thunderbird File - New menu has no accesskeys for Calendar items"",""trivial""";;;
"394085,""The star button is touching the right border of the location bar drop down button"",""trivial""";;;
"377966,""Odd alignment of radio button internal elements on Page Setup dialog"",""trivial""";;;
"315250,""""""Attempt to use inaccessible property Error in parsing value for property"""" is confusing wording"",""trivial""";;;
"362516,""Cannot select address bar through Alt+D when FastFind is focused (only for IT Italian version)"",""trivial""";;;
"408429,""Update libpng to version 1.2.24"",""trivial""";;;
"362996,""email_in.pl throws warnings of uninitialized values when no content-type is given"",""trivial""";;;
"391274,""Warning box says """"Caution"""".  Info requiring attention says """"Warning"""" - p. 3"",""trivial""";;;
"412906,""remove sha.c and sha.h from lib/freebl"",""trivial""";;;
"412239,""Warnings in nsSVGPathElement.cpp"",""trivial""";;;
"413111,""Strict warnings in calendar-dialog-utils.js [function recurrenceRule2String does not always return a value]"",""trivial""";;;
"414163,""Add nb-NO to CZ and Venkman all-locales"",""trivial""";;;
"336231,""""""Manage Search Engines..."""" in Search dropdown still has stale/incorrectly positioned tooltip"",""trivial""";;;
"393991,""can't copy from report window in crash reporter dialog"",""trivial""";;;
"326035,""Page Up and Page Down do not hide cursor"",""trivial""";;;
"414652,""tb about dialog doesn't have right margin on copyright info"",""trivial""";;;
"396949,""Strict warnings in agenda-tree.js, messenger-overlay-sidebar, messenger-overly-toolbar"",""trivial""";;;
"414876,""[gtk] Unified back/forward drop-down button is too wide"",""trivial""";;;
"378908,""Edit Group Access Controls hint for Default Default is missing a period"",""trivial""";;;
