"Bug ID,""Summary"",""Severity""";
"1189528,""mailnews/local/src/nsMailboxService.cpp:29:22: fatal error: nsRefPtr.h: No such file or directory"",""blocker""";
"1173224,""Keyboard is huge / very, very big"",""blocker""";
"1206073,""Can't run various tests due to importing of resource://testing-common/... failing"",""blocker""";
"1206771,""Mozilla-beta fails to build: variable 'reentrantFlag' set but not use"",""blocker""";
"1205337,""investigate memleak testing regression: stuck after """"#778: Importing CRL (ECC) for groups 1"""""",""blocker""";
"1192989,""Various webgl tests are permafailing now that Gecko 41 has been merged to Beta"",""blocker""";
"730947,""local (POP3) move filter ends up corrupting messages, even after fix of bug 736539"",""blocker""";
"1040086,""EV identifier is no longer displayed for addons.mozilla.org when restoring session and HTTP cache v2 enabled"",""blocker""";
"1047124,""The profile module leaks on debug builds"",""blocker""";
"638292,""InstallTrigger is not defined when a new page is opened by clicking a link with target=""""_blank"""" or using window.open"",""blocker""";
"1212510,""Bustage fix: Rename NS_ParseContentType to NS_ParseResponseContentType (caused by Bug 1210302)"",""blocker""";
"497355,""Assertion failure: STOBJ_GET_CLASS(obj) != &js_BlockClass, at /Users/moztest/comm/main/src/mozilla/js/src/jsscope.cpp:79"",""blocker""";
"783405,""Selecting year of birth in https://esta.cbp.dhs.gov using mouse is very slow"",""blocker""";
"1105184,""Caret(text insertion point) does not display during text/image drag in contenteditable(CKEditor/TnyMCE/Thunderbird)"",""blocker""";
"92940,""PKCS#12 broken while in FIPS mode"",""blocker""";
"655025,""Crash [@ nsSVGGlyphFrame::EndsWithWhitespace ]"",""blocker""";
"1214279,""Websocket disconnected in firefox beta 42.0b5"",""blocker""";
"1217275,""[IMM] MS-IME for Japanese on WinXP SP3 hangs up at inputting first Kana character"",""blocker""";
"1218875,""class nsIDOMWindow has no member named OpenDialog"",""blocker""";
"1211389,""Crash in nr_ice_candidate_mark_done when setting up WebRTC calls"",""blocker""";
"1219839,""Autophone - phonedash.mozilla.org is down"",""blocker""";
"1220014,""Failures and crashes in Windows serviceworker wpt tests after Gecko 43 merged to mozilla-beta"",""blocker""";
"1205538,""Update comm-central for PLDHashTable changes in bug 1201135"",""blocker""";
"1200108,""Array.prototype.map called on a negative length arraylike incorrectly hangs"",""blocker""";
"1222591,""nsMsgUtils.cpp:52:10: fatal error: 'nsProtocolProxyService.h' file not found"",""blocker""";
"1222388,""./mach marionette-test fails due to """"ImportError: cannot import name startTestRunner"""""",""blocker""";
"1192448,""Crash in JSCompartment destructor"",""blocker""";
"1143623,""Add outerWindowID property to browser binding"",""blocker""";
"1228422,""Error 'nsISocketProvider::AddToSocket': function does not take 8 arguments. Need to adjust nsLDAPSecurityGlue.cpp for changes from bug 1200802"",""blocker""";
"1211403,""Unable to connect to SSl servers using a public key starting with more than two leading 0 bits"",""blocker""";
"1221448,""ESR 38.4 crashes with Java VM plugin enabled website [@ mozilla::plugins::parent::_releaseobject ]"",""blocker""";
"1207798,""Proxy: Firefox fallback to regular connection when proxy is not available"",""blocker""";
"1127304,""Flame device  fails to start after flashing latest build M-C and M-I"",""blocker""";
"1142083,""IDN Unicode domain redirect is broken in Firefox 36/37/38"",""blocker""";
"1220010,""Permaorange in five Windows suites after merge of Gecko 43 to beta: Assertion failure: !mozilla::ipc::MessageChannel::IsPumpingMessages(), at c:/builds/moz2_slave/m-beta-w32-d-00000000000000000/build/widget/windows/nsWindow.cpp:4412"",""blocker""";
"1241767,""Patch from bug 1239605 will burn Windows builds on mozilla-aurora on 2016-01-25"",""blocker""";
"1242262,""Build failure with opt builds compiled using --enable-gczeal"",""blocker""";
"1236282,""Unaccelerated OS X problems with history window and thunderbird"",""blocker""";
"1247093,""Replace nsBaseHashtable::Enumerate() calls in purplexpcom"",""blocker""";
"1245476,""Disable GTK3 in Firefox 45"",""blocker""";
"1176599,""Backout Bug 1141548 because libmozalloc.so is missing from comm-beta (39) SeaMonkey/Thunderbird builds"",""blocker""";
"1185583,""Thunderbird broken by mozilla-central Bug 1143922 nsPop3Protocol.obj : error LNK2001: unresolved external symbol """"public: virtual enum nsresult __stdcall nsMsgProtocol::Open2(class nsIInputStream * *)"""" (?Open2@nsMsgProtocol@@UAG?AW4nsresult@@PAPAVnsIInput"",""blocker""";
"1205183,""Update comm-central for PLDHashTable changes in bug 1121760"",""blocker""";
"1041511,""Can't access 'localhost:port' while on a remote page once bug 354493 was landed"",""blocker""";
"1226200,""Crash when Hello link-clicker join a room with gUM running in content process"",""blocker""";
"739767,""Empty graphics blocklist fields should not generate no nodes instead of empty XML nodes"",""blocker""";
"541302,""Blocklist malicious """"Internal security options editor"""" extension"",""blocker""";
"750330,""No new blocklist entries are being published by the API"",""blocker""";
"123059,""Can't get handle to doc's window if plugin is HIDDEN (no view)"",""blocker""";
"1153609,""Text is rendered white/transparency in rotated div"",""blocker""";
"1259609,""Windows VS2015 64-bit build of mozilla-central fails with error 'wwc': ambiguous call to overloaded function."",""blocker""";
"1262799,""error: cannot initialize an array element of type 'const char *' with an rvalue of type 'int'"",""blocker""";
"1265154,""Windows builds using MSVC 2013 fail with nsCSSProps.cpp(916) : error C2057: expected constant expression"",""blocker""";
"753772,""[VC8] gfx/2d/Factory.cpp compilation fails since bug 732985 landed"",""blocker""";
"753790,""Build bustage with MSVC9: mozilla-central\gfx\2d\Tools.h(81) : error C3861: 'hypotf': identifier not found"",""blocker""";
"1163331,""Update /mailnews/ for PLDHashTable API changes"",""blocker""";
"1273759,""apz mochitest bustage closing fx-team after merge from mozilla-central"",""blocker""";
"1273890,""[Elevated Update] Windows Silent update broken on Oak build containing OSX elevated code"",""blocker""";
"1224771,""Notifications can remain open after the browser window has been closed"",""blocker""";
"1277555,""Various performance-timeline web-platform-tests are going to permafail when Gecko 49 merges to Aurora"",""blocker""";
"1275094,""opaque-fractional-displayport reftests are going to permafail on Android when Gecko 49 merges to Aurora"",""blocker""";
"927560,""[OS.File] Make it possible to shutdown osfile_async_worker.js when it's not needed"",""blocker""";
"1280179,""Typo in csp.properties"",""blocker""";
"1278435,""Enable Push interfaces on Android"",""blocker""";
"1283552,""Port bug 1247972 to comm-central (reduce the codesize hit from changing NS_ProxyRelease to take already_AddRefed<T>) - nsProxyRelease.h(95): error C2594: 'argument': ambiguous conversions from 'nsLDAPConnection *' to 'nsISupports *'"",""blocker""";
"1249365,""Latest Nightly 47.0a1 breaks Hello - No camera/microphone found"",""blocker""";
"1285652,""Unable to compile js 32-bit ARM-simulator shells on Mac"",""blocker""";
"1258968,""NSS memleak tests are broken after the removal of SSL v2 code"",""blocker""";
"1285243,""Latest nightly is unusable on linux"",""blocker""";
"1289328,""SSL_DHEGroupPrefSet: restore the ability to control the default group"",""blocker""";
"1149377,""Windows PGO tests are mostly permafail after uplift to aurora"",""blocker""";
"1205020,""Internal compiler error in TestTuple.cpp, MSVC12"",""blocker""";
"1262731,""startup crash in mozalloc_abort | NS_DebugBreak | NS_InitXPCOM2, because JS_Init() fails"",""blocker""";
"1290982,""Various webgl tests are permafailing since Gecko 50 was uplifted to Aurora"",""blocker""";
"1290919,""Autophone - Talos pageload extension fails to install in Fennec Beta due to signing requirements"",""blocker""";
"418035,""Firefox menu with language set to Telugu (indic) results in small telugu font half the size of corresponding english font making it unreadable"",""blocker""";
"1287825,""Remove nsCertVerificationThread.h from includes after bug 1284946"",""blocker""";
"1082670,""[adbe 3839666] Flash plugin crashes/hangs every time in Nightly, after bug 1061335"",""blocker""";
"1296679,""Autophone - pulse processing stalled 2016-08-19"",""blocker""";
"1297120,""Autophone - UnitTests busted failing to start servers"",""blocker""";
"1300202,""Unable to compile js 32-bit ARM-simulator shells on Mac"",""blocker""";
"992485,""Reduce the size of debug browser-chrome logs, exceeding the maximum log size and thus closing trunk and aurora trees"",""blocker""";
"1302343,""Startup crash in nsFileStreamBase::Write with Symantec/Norton"",""blocker""";
"1303370,""Update static pin expiration time for Fx 49 release before it ships"",""blocker""";
"1303809,""Permaorange Aurora jit tests failing with ion\bug1293542.js | c:\slave\test\build\tests\jit-test\jit-test\tests\ion\bug1293542.js:3:15 SyntaxError: expected expression, got '*': (code 3, args """"--ion-eager --ion-offthread-compile=off"""")"",""blocker""";
"1303793,""Beta mochitest(1) failing with dom/animation/test/mozilla/test_set-easing.html | Setting easing should not throw in sandbox"",""blocker""";
"1239855,""Popup windows are opened in wrong positions and with wrong dimensions"",""blocker""";
"1307148,""Permafail test_direct_update.py TestDirectUpdate.test_update, test_fallback_update.py TestFallbackUpdate.test_update | MarionetteException: Not a Number"",""blocker""";
"1310189,""Crash in nsCOMArray_base::ReplaceObjectAt"",""blocker""";
"1315145,""Shut off TC SETA scheduling until there's a tier-1 supported way to trigger skipped jobs"",""blocker""";
"1312062,""Port bug 1264562 to c-c [Add firstPartyDomain to socket transport ]"",""blocker""";
"1320312,""Windows build failure - xul.dll fails to link due to: error LNK2019: unresolved external symbol """"__declspec(dllimport) bool __cdecl MozStackWalk"",""blocker""";
"1322695,""Port Bug 1299489 Change nsTArray to use a custom iterator based on index instead of pointers to improve iterator invalidation safety of ranged for loops"",""blocker""";
"1303804,""Beta builds failing with selftest.py | XPCShellTestsTests.testUncaughtRejection, line 861: Value test_simple_uncaught_rejection.js:3:3 expected in log:"",""blocker""";
"1309643,"" -99.8% performance regression in Firefox Nightly in In Limbo WebGL 2 demo on August 3rd (in emunittests suite)"",""blocker""";
"1325649,""Autophone - failing to run jobs beginning 2016-12-22"",""blocker""";
"1328549,""Can't run mochitests due to """"ImportError: No module named mochitest_options"""""",""blocker""";
"1247134,""Autodesk - Sometimes rendering is completely broken, seems to be video card/driver specific?"",""blocker""";
"1247133,""Autodesk - When Angle is enabled, the rendering flickers"",""blocker""";
"1321773,""Perma failures when aurora will move to beta in | test_serviceworker_interfaces.html | false: If this is failing: DANGER, are you sure you want to expose the new interface SharedArrayBuffer to all webpages as a property on the service worker?"",""blocker""";
"1326423,""""""netwerk/ipc/NeckoParent.cpp:492:22: error: unused variable 'p' [-Werror=unused-variable]"""" bustage when Gecko 52 merges to Beta"",""blocker""";
"1332240,""Perma failure in TEST-UNEXPECTED-FAIL | js1_8_5/extensions/dataview.js | (args: """""""") when trunk moves to aurora 53"",""blocker""";
"1332576,""Perma failure in js1_8_5/extensions/sharedtypedarray.js | (args: """""""") when trunk moves to aurora"",""blocker""";
"1333315,""Permaorange Android test_interfaces.html | (MediaKeyError,MediaEncryptedEvent,MediaKeys,MediaKeySession,MediaKeySystemAccess,MediaKeyMessageEvent,MediaKeyStatusMap) should be defined on the global scope on aurora 53"",""blocker""";
"1333085,""Firefox 53 merge day Aurora Tree Blocking Bugs - Tracking bug for Post-merge bustages"",""blocker""";
"1333083,""Firefox 52 merge day Beta Tree Blocking Bugs - Tracking bug for Post-merge bustages"",""blocker""";
"1333154,""Permafailing on merge to beta type-per-property.html | clear uses discrete animation when animating between 'inline-start' and 'inline-end' with linear easing - assert_equals: The value should be inline-start at 0ms expected """"inline-start"""" but got """"none"""""",""blocker""";
"1334805,""Document wptlint to meet Job Visibility Policy"",""blocker""";
"10158,""[key]HTML:INPUT not properly handling some event handlers"",""blocker""";
"10276,""sched - proxies don't work (?)"",""blocker""";
"10333,""[NECKO] All status bar messages are not displayed"",""blocker""";
"10358,""[BLOCKER] finddialog.xul: please move entities into DTDs"",""blocker""";
"10406,""[BLOCKER] Edit | Wallet | Safe Form Fill dialog is not drawn correctly"",""blocker""";
"10516,""Tree widget does not get displayed in a box"",""blocker""";
"10914,""Need export license for 5.0 Beta"",""blocker""";
"11067,""Linux: XP Menus crash on mouse-over"",""blocker""";
"11141,""QA BLOCKER {sink} document.write fails to write HTML tags"",""blocker""";
"11142,""[PP] saving wallet info hangs apprunner"",""blocker""";
"11334,""New accounts created with nsIMsgAccountManager.CreateAccount() need to be saved"",""blocker""";
"11391,""Safe Form Fill dialog leads to crash"",""blocker""";
"11404,""window.open doesn't show the specified page"",""blocker""";
"11441,""[Blocker] Crash in table reflow"",""blocker""";
"11463,""Editor does not open in regular window...won't launch"",""blocker""";
"11465,""Safe Form Fill does not work"",""blocker""";
"11484,""apprunner crashes when trying to load any xul file"",""blocker""";
"11616,""Linux: insert 'a' deletes everything and puts an 'a' there"",""blocker""";
"11953,""[WebShell/Necko] OnEndDocumentLoad not firing"",""blocker""";
"12186,""[BLOCKER] assertion failure in GetProfileDirectory causes crash"",""blocker""";
"12241,""scrollto on nsIScrollableView does not work correctly"",""blocker""";
"12254,""[BLOCK] [templates] template fails with HTML elements"",""blocker""";
"12438,""[PP]gfx-rendered URL bar screws up on long URL's"",""blocker""";
"12501,""Crash in ~nsFileWidget"",""blocker""";
"12578,""Crash mousing over gfx {list,combo} boxes"",""blocker""";
"12639,""[BLOCKER] Crash when bringing up mail compose"",""blocker""";
"12649,""Popup on personal toolbar does not popup."",""blocker""";
"12796,""with gfx text controls enabled, <textarea> doesn't render it's content, problem might be white-space: -moz-pre-wrap";",blocker"""
"12803,""[BLOCKER] [PP] Mac/Linux: New Msg button hangs apprunner/messenger"",""blocker""";
"12841,""Signons not persistent"",""blocker""";
"12849,""[blocker]GFX Select: event.target is an option, not the <select> element"",""blocker""";
"12870,""AB-BA deadlocks between pipe and channel critical sections"",""blocker""";
"13043,""[DogFood] Loading an empty local file in necko hangs the system"",""blocker""";
"1304694,""Can't build on windows after bug 1263595 landing (linker error with TryAcquireStackWalkWorkaroundLock undefined)"",""blocker""";
"1334114,""NSS 3.28 regression in signature scheme flexibility, causes connectivity issue between iOS 8 clients and NSS servers with ECDSA certificates"",""blocker""";
"1338553,""Build bustage: widget/windows/WinUtils.cpp(1830): error C3861: 'SHGetKnownFolderPath': identifier not found"",""blocker""";
"1340352,""Autophone - autophone-2 is down"",""blocker""";
"1325678,""Fix QuantumRender leaks when running reftests"",""blocker""";
"1341288,""Autophone - autophone-3 is down 2017-02-20"",""blocker""";
"1341289,""Autophone - remove vantek hub from autophone-1"",""blocker""";
"1340855,""Autophone - autophone-2 is down 2017-02-18"",""blocker""";
"1074024,""[D3D9] Black rectangle appears since Firefox33.0ab7 (Force use D3D9)"",""blocker""";
"1345120,""1.0 to 2.0 upgrade kills off the process when starting a debug build"",""blocker""";
"1344670,""Permafailure on aurora as beta simulation /2dcontext/transformations/2d.transformation.transform.multiply.html | application crashed [@ mozilla::net::nsSocketTransport::InitiateSocket]"",""blocker""";
"1339190,""32 bit shell build startup crash"",""blocker""";
"1350238,""Cannot build Nightly (opt nor debug) on Windows due to 'PROCESS_MITIGATION_IMAGE_LOAD_POLICY': undeclared identifier with Win10 SDK 26624"",""blocker""";
"1353858,""LSAN leak checking is broken on Fx55"",""blocker""";
"1349862,""XMLHttpRequest returning corrupt data for large blobs"",""blocker""";
"1358402,""Total bustage of firefox-ui fallback update tests for Firefox 54.0b1 because Marionette is not getting started after a restart of Firefox"",""blocker""";
"233453,""mozilla.org needs a public policy on root CA certs"",""blocker""";
"1358336,""Updater reports that 52.0.2 must be installed even though running 53.0"",""blocker""";
"1363037,""Build bustage: dom/VRServiceTest.h(38): error C2039: 'VRDisplayInfo': is not a member of 'mozilla::gfx'"",""blocker""";
"1286613,""[10.12] Daily crashes on startup in nsAbOSXDirectory::Init on Sierra, via malloc_zone_batch_malloc, and _PFAllocateObjects"",""blocker""";
"1340760,""PrintfTarget stuff doesn't get linked into sdp_file_parser at least on Mac"",""blocker""";
"1368084,""Temporarily disable geckodriver until it is made opt-in"",""blocker""";
"1366716,""Crash report submission broken on Android"",""blocker""";
"1353509,""Autophone - autophone process is hanging intermittently"",""blocker""";
"1371701,""Permaorange in browser_content_sandbox_fs.js when Gecko 55 merges to beta on 2017-06-12"",""blocker""";
"1372221,""""""accessible/base/NotificationController.cpp:659:17: error: unused variable 'containerElm' [-Werror=unused-variable]"""" bustage on Beta 55"",""blocker""";
"1378818,""Build bustage: Compatibility.cpp(10): fatal error C1083: Cannot open include file: 'nsExceptionHandler.h'"",""blocker""";
"1317296,""Intermittent histogram has expected content - [888,157,754] deepEqual [0,0,0,0,0,0] - JS frame :: chrome://mochitests/content/browser/browser/components/search/test/browser_aboutSearchReset.js :: checkTelemetryRecords :: line 26"",""blocker""";
"1372302,""Windows 64-bit opt xpcshell permafailing on Beta since the uplift"",""blocker""";
"1367662,""No longer possible to create a useful debug build"",""blocker""";
"1358840,""Twisties are gone, cannot expand threads, folders, or accounts"",""blocker""";
"1380301,""Perma Bustage when Gecko moves to 56 in nsDeviceContextSpecWin.h(30): error C2039: 'PDFViaEMFPrintHelper': is not a member of 'mozilla::widget'"",""blocker""";
"1371698,""Permaorange in e10s a11y browser-chrome tests when Gecko 55 merges to beta on 2017-06-12"",""blocker""";
"1392483,""All builds will be busted when Gecko 57 merges to Beta on 2017-09-20"",""blocker""";
"1396156,""A number of builds are going to permafail when Gecko 57 merges to Beta on 2017-09-14"",""blocker""";
"1399649,""Talos g1 (tp5o_scroll) is going to permafail when Gecko 57 merges to Beta on 2017-09-14"",""blocker""";
"1400395,""browser_creditCard_doorhanger.js is going to permafail when Gecko 57 merges to Beta"",""blocker""";
"1386263,""Perma failure when 56 merges to beta  application crashed [@ nsLayoutUtils::SurfaceFromElement(mozilla::dom::HTMLVideoElement *,unsigned int,RefPtr<mozilla::gfx::DrawTarget> &)] for gl and mda on Windows 8"",""blocker""";
"1401821,""Test failures caused by changes to nsTextFormatter in bug 1388789"",""blocker""";
"1220517,""Intermittent  TEST-UNEXPECTED-FAIL | leakcheck | default process: 84 bytes leaked (Mutex, nsBaseAppShell)"",""blocker""";
"1281250,""[meta] WebGL 2 blockers"",""blocker""";
"1403983,""reftest failures lost the screenshots for comparision"",""blocker""";
"1406582,""Windows 7 reftests permafailing like autocomplete-1.xul == autocomplete-ref.xul | image comparison, max di"",""blocker""";
"1091801,""Current fx-team tip crashes within ~10 seconds of starting"",""blocker""";
"1407292,""./mach crashtest and reftest always fails on Mac (assert len(self._whitelistpaths) <= 2)"",""blocker""";
"1407822,""SM builds are going to permafail when Gecko 58 merges to Beta on 2017-11-02"",""blocker""";
"1408582,""Android builds are going to permafail when Gecko 58 merges to Beta on 2017-11-02"",""blocker""";
"1405395,""blocklist.xml not being updated with new Mega.nz block"",""blocker""";
"1412542,""Massive Mozmill failure: PROCESS-CRASH | account | application crashed [@ Servo_AnimationValue_Opacity]"",""blocker""";
"1413043,""Various test suites are going to permafail when Gecko 58 merges to Beta on 2017-11-02 due to WebRender asserts"",""blocker""";
"1416086,""Many builds are broken on Beta58 from ClientManager.cpp Werror failures"",""blocker""";
"1411951,""Windows langpacks are generated with invalid paths"",""blocker""";
"1419657,""Port bug 1415205 |Add add mutate() to nsIURI| to mailnews"",""blocker""";
"1426504,""All builds are going to permafail when Gecko 59 merges to Beta on 2018-01-11"",""blocker""";
"1426523,""All Windows builds are going to permafail when Gecko 59 merges to Beta on 2018-01-11"",""blocker""";
"1425996,""Various builds will be busted when Gecko 59 merges to Beta on 2018-01-11"",""blocker""";
"1426943,""All Android non-debug builds are going to permafail when Gecko 59 merges to Beta on 2018-01-11"",""blocker""";
"1406081,""JS engine needs signal handlers for GCOV"",""blocker""";
"1426866,""Certificate Manager broken by Bug 1425688"",""blocker""";
"1426779,""Debug and DevEdition builds are going to permafail when Gecko 59 merges to Beta on 2018-01-11"",""blocker""";
"1426791,""All OSX tests are going to permacrash when Gecko 59 merges to Beta on 2018-01-11"",""blocker""";
"1428077,""Many builds are going to permafail when Gecko 59 merges to Beta on 2018-01-11"",""blocker""";
"1431787,""WebRenderAPI.cpp build bustage on Beta"",""blocker""";
"611823,""devicemanager pushFile() dies on an existing directory"",""blocker""";
"1431403,""Fail to open the application on bisection with Fennec builds"",""blocker""";
"957403,""Flash: Cross-domain POST with custom headers allowed via 307 direct"",""blocker""";
"1424304,""Crash reporting is broken on Fennec"",""blocker""";
"1436830,""Remove slog dependency"",""blocker""";
"795594,""Startup 64-bit Windows PGO crash in mozilla::layers::LayerPropertiesBase::LayerPropertiesBase"",""blocker""";
"1303814,""Permaorange Aurora mochitests failing with test_interfaces.html | If this is failing: DANGER, are you sure you want to expose the new interface WebGLQuery to all webpages as a property on the window (XBL: false)?"",""blocker""";
"1377866,""Nightly 03-07-17: White/black screen instead of the browser window"",""blocker""";
"1444633,""opt builds busted in accessible/base/TextAttrs.h when central merges to beta"",""blocker""";
"1445503,""widget/gtk/nsWindow.cpp CLAMP() breaks build with gcc 4.9"",""blocker""";
"1417209,""Thunderbird 57.0b1 hangs before any windows come up with any of numerous add-ons (using type=""""application/javascript";"version="""" in their code)"",""blocker"""
"1447566,""Assertion failure: !mSynTimer, at netwerk/protocol/http/nsHttpConnectionMgr.cpp:4785"",""blocker""";
"1448070,""busted Linux and Windows opt builds when Gecko 61 merges to Beta on 2018-04-26"",""blocker""";
"1448544,""bustage at xpcom/threads/SchedulerGroup.cpp:67:16: error: 'class mozilla::SchedulerGroup::Runnable' has no member named 'GetName' when Gecko 61 merges to Beta on 2018-04-26"",""blocker""";
"1454908,""27.4 - 75.49% sessionrestore_many_windows / tp5o_webext responsiveness (windows10-64, windows7-32) regression on push 50091ebf4918 (Tue Apr 17 2018)"",""blocker""";
"1456166,""###!!! ASSERTION: bad aListVisibleBounds: 'r.GetBounds().IsEqualInterior(aListVisibleBounds)', file /builds/worker/workspace/build/src/layout/painting/nsDisplayList.cpp, line 2405"",""blocker""";
"1457763,""regression: incorrectly placed autoscroll icon"",""blocker""";
"406595,""a11y hierarchy completely broken (everything below app frame is gone) on all platforms, effective Dec 3"",""blocker""";
"1456534,""Crash in InvalidArrayIndex_CRASH | MergeState::ProcessItemFromNewList"",""blocker""";
"1435472,""Invalid page rendering with hardware acceleration enabled"",""blocker""";
"1461231,""No repaint after removing an element that has `position: fixed` (exact Firefox build is known)"",""blocker""";
"1460838,""MOZ_ASSERT(base_mapped >= base_committed) @ MozJemalloc::jemalloc_stats"",""blocker""";
"1464904,""font-family: -apple-system";" with weight bold not working"",""blocker"""
"1466931,""Perma Jittest failures on wasm/binary.js when Gecko 62 merges to Beta on 14-06-2018"",""blocker""";
"573102,""JS/DOM Object Introspector"",""blocker""";
"573103,""Implement WebConsole Network Panel"",""blocker""";
"559482,""DevTools Console front end design and mockups"",""blocker""";
"597460,""Web Console scrolls to top when (at least) a filtered network event occurs"",""blocker""";
"932880,""Developer tools leak many windows until shutdown in browser-chrome tests"",""blocker""";
"1220011,""Permaorange on beta after merge of Gecko 43: browser_cmd_commands.js | html output for console close - Got Error: Invalid Command: ''., expected"",""blocker""";
"1041155,""The browser_wa_properties-view-media-nodes.js test doesn't wait for the audio device to be actually closed"",""blocker""";
"1450999,""Browser Toolbox can't be resized"",""blocker""";
"593375,""WebConsole helper function $ always returns null"",""blocker""";
"702707,""Web console is buggy in window mode"",""blocker""";
"1356394,""browser_perf-button-states.js and browser_markers-minor-gc.js fail when Screenshots is landed as a system add-on (Legacy?)"",""blocker""";
"552140,""Implement Heads Up Display event handlers/observers"",""blocker""";
"676260,""dcamp needs to spawn a new process"",""blocker""";
"601179,""Clearing web console is rocket science"",""blocker""";
"591765,""Can't tell apart elements and attributes in tree view in inspector"",""blocker""";
"1457148,""Crash in mozilla::a11y::Accessible::Bounds"",""blocker""";
"1341996,""DEVTOOLS_JAVASCRIPT_ERROR_DISPLAYED records values using empty keys"",""blocker""";
"1328257,""Perma failure in browser_webconsole_bug_595223_file_uri.js when Gecko 53 moves to Aurora"",""blocker""";
"1115957,""Browser Console does not launch with -jsconsole  after several restart"",""blocker""";
"771859,""Console eval results capable of executing chrome-privileged code"",""blocker""";
"800138,""setting """"devtools.debugger.force-local"""" to false breaks Marionette in b2g"",""blocker""";
"757128,""Remote debugging is possible even when disabled if netmonitor is enabled"",""blocker""";
"1290971,""test_css-properties-db.js is permafailing on Aurora since the Gecko 50 uplift"",""blocker""";
"1303800,""Beta devtools tests failing with browser_net_cause.js | A promise chain failed to handle a rejection:  - at chrome://mochitests/content/browser/devtools/client/netmonitor/test/browser_net_cause.js:118 - TypeError: stacktrace[j] is undefined"",""blocker""";
"1046394,""Profiler doesn't work without certified app pref being turned on"",""blocker""";
"1313567,""Accept an object as the """"author"""" in manifest.json"",""blocker""";
"1380287,""Perma failure when 56 merges to beta in  test_chrome_ext_contentscript_telemetry.html | Data recorded for first extension for histogram: WEBEXT_CONTENT_SCRIPT_INJECTION_MS."",""blocker""";
"1303798,""Beta mochitest(5) failing with test_ext_webrequest.html | Test timed out."",""blocker""";
"1357419,""Permafailures in browser_extension_update_background.js | Test timed out after merge to Beta 54"",""blocker""";
"1317337,""Perma Failure after aurora to beta merge test_ext_webrequest_upload.html | Request body is unsupported"",""blocker""";
"1400391,""test_ext_startup_perf.js and test_ext_storage_telemetry.js are going to permafail when Gecko 57 is merged to Beta"",""blocker""";
"1301246,""extension will close native client and  sub processes those native client created"",""blocker""";
"1244805,""Relative URLs cause access errors at install time"",""blocker""";
"14478,""[BLOCKER] insert object dialogs do not appear"",""blocker""";
"1470046,""Port Bug 1448330 - Make nsIURI.clone a private method"",""blocker""";
"1467530,""Disable RDL in FF61"",""blocker""";
"1471385,""trying to run a new bisection on mozregression-gui v0.9.23 throws an error"",""blocker""";
"506878,""oggz_read_sync and oggz_read_update_gp don't check for errors from oggz_stream_get_content"",""blocker""";
"562866,""StatementParams::NewResolve mishandles JSVAL_IS_STRING(aId)"",""blocker""";
"603333,""[ANGLE] Infinite loops and buffer overflow in byte_scan"",""blocker""";
"603322,""new[] mismatch with delete instead of delete[] in TVariable::shareConstPointer"",""blocker""";
"1472974,""Build bustages @WasmInstance.h when Gecko 63 merges to Beta on 2018-08-27"",""blocker""";
"1460287,""Theme doesn't load and will not load after Firefox update"",""blocker""";
"1478944,""jsdebugger doesn't work in xpcshell-tests again"",""blocker""";
"1476871,""Geolocation via Google's service stopped working on release/beta builds"",""blocker""";
"1481485,""perma-failing in  xpcshell.ini:toolkit/components/extensions/test/xpcshell/test_ext_storage_idb_data_migration.js when Gecko 63 merges to Beta on 2018-08-27"",""blocker""";
"1418914,""Move E10SUtils.jsm into toolkit/"",""blocker""";
"1483174,""Permafailing z:/build/build/src/dom/media/webaudio/blink/HRTFPanner.cpp(40): error C2220: warning treated as error - no 'object' file generated"",""blocker""";
"1484372,""Port Bug 1484109 Modernize nsRelativeFilePref"",""blocker""";
"202142,""Mozilla refuses to start due to unresolvable symbol in libgklayout.so: EnsureBorderColors__11nsCSSMarginGv"",""blocker""";
"555727,""NS_DECLARE_FRAME_PROPERTY breaks VC9 builds";" also breaks opt builds on OS X 10.7"",""blocker"""
"171802,""Iframe has black background"",""blocker""";
"9288,""[PP]Crashing when opening address book window"",""blocker""";
"432954,""qm-xserve06 fails loading reftest 413292-1.html"",""blocker""";
"281158,""Internal compiler error with MSVC 6 SP6"",""blocker""";
"629004,""crash dimissing test pilot notification [@ nsViewManager::SetViewVisibility ]"",""blocker""";
"49285,""Seamonkey is HORRIBLY leaking GDI's, which -> Crash"",""blocker""";
"20504,""[DOGFOOD] Printing Crashes in the nsViewManager"",""blocker""";
"10503,""[DOGFOOD] [blocker] Overlappng views with native windows clip each other"",""blocker""";
"789033,""Crash with Flashblock @ nsViewManager::InvalidateWidgetArea"",""blocker""";
"255400,""Scrollbars misdrawn in 8/11/04 Mozilla Mac build with Classic theme"",""blocker""";
"263992,""Menus placed at wrong position (directly under the window border)"",""blocker""";
"264235,""context menus broken"",""blocker""";
"250004,""Mail folders never synchronise: SSL Failure / Server xxx has disconnected. The server may have gone down or there is a network problem"",""blocker""";
"1485759,""No symbolication in Fennec Android Nightly since Aug 14"",""blocker""";
"1461285,""Put the new behavior of setProperty behind pref and only enable it in Nightly"",""blocker""";
